,id,type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,Genre_NR,Genre
0,tm126791,MOVIE,1981,194,,,"1,532","9,2",drama,genres.1,drama
1,ts224786,SHOW,1991,44,,,"9,244","7,7",drama,genres.1,drama
2,tm897538,MOVIE,2006,115,,,"0,872",5,drama,genres.1,drama
3,ts95855,SHOW,2002,39,,,,,drama,genres.1,drama
4,ts25707,SHOW,2008,44,,,"15,374",9,drama,genres.1,drama
5,ts82583,SHOW,2010,45,,,"0,843",,drama,genres.1,drama
6,tm946846,MOVIE,2012,93,,,"0,6",,drama,genres.1,drama
7,tm177223,MOVIE,2013,100,,,"9,176","5,4",drama,genres.1,drama
8,tm1036195,MOVIE,2013,15,,,"0,643",,drama,genres.1,drama
9,ts144527,SHOW,2014,44,,,,,drama,genres.1,drama
10,tm240007,MOVIE,2016,100,,,"24,896","6,6",drama,genres.1,drama
11,ts83454,SHOW,2016,89,,,"2,273",,drama,genres.1,drama
12,ts253685,SHOW,2015,41,,,"0,6",,drama,genres.1,drama
13,ts85236,SHOW,2018,58,,,"2,716","7,3",drama,genres.1,drama
14,ts224746,SHOW,2018,35,,,"3,277","8,5",drama,genres.1,drama
15,tm851055,MOVIE,2018,120,,,"1,236",9,drama,genres.1,drama
16,tm444907,MOVIE,2018,105,,,"1,735","5,3",drama,genres.1,drama
17,tm321563,MOVIE,2017,15,,,"1,101","5,6",drama,genres.1,drama
18,tm362737,MOVIE,2017,25,,,"1,489","5,6",drama,genres.1,drama
19,tm494577,MOVIE,2018,91,,,"0,6",,drama,genres.1,drama
20,tm422510,MOVIE,2018,110,,,"0,84",6,drama,genres.1,drama
21,ts221016,SHOW,2019,44,,,"34,043","8,4",drama,genres.1,drama
22,ts222439,SHOW,2019,86,,,"48,795","8,8",drama,genres.1,drama
23,ts237499,SHOW,2020,43,,,"9,011","7,1",drama,genres.1,drama
24,ts225867,SHOW,2020,48,,,"13,462","7,7",drama,genres.1,drama
25,tm863280,MOVIE,2020,109,,,"3,438",,drama,genres.1,drama
26,tm845512,MOVIE,2020,104,,,"19,692","5,6",drama,genres.1,drama
27,tm847430,MOVIE,2020,87,,,"22,9","7,4",drama,genres.1,drama
28,tm935878,MOVIE,2020,85,,,"4,317","5,2",drama,genres.1,drama
29,ts267956,SHOW,2020,48,,,"10,718","7,9",drama,genres.1,drama
30,ts225460,SHOW,2020,54,,,"25,019","7,5",drama,genres.1,drama
31,tm462903,MOVIE,2019,102,,,"19,812","6,6",drama,genres.1,drama
32,tm826473,MOVIE,2019,156,,,"12,052","7,6",drama,genres.1,drama
33,ts215718,SHOW,2020,54,,,"34,829","8,2",drama,genres.1,drama
34,ts225328,SHOW,2020,29,,,"30,384","7,9",drama,genres.1,drama
35,ts268551,SHOW,2020,70,,,"15,29","8,1",drama,genres.1,drama
36,ts237488,SHOW,2020,48,,,"16,27","7,9",drama,genres.1,drama
37,tm978401,MOVIE,2019,86,,,"9,023","6,7",drama,genres.1,drama
38,tm898169,MOVIE,2020,12,,,"14,24","7,8",drama,genres.1,drama
39,ts235672,SHOW,2020,33,,,"18,429","6,3",drama,genres.1,drama
40,ts237014,SHOW,2020,44,,,"14,509","7,5",drama,genres.1,drama
41,ts250800,SHOW,2020,40,,,"45,216","7,1",drama,genres.1,drama
42,tm857921,MOVIE,2020,24,,,"2,867",7,drama,genres.1,drama
43,ts222609,SHOW,2019,46,,,"10,314","6,9",drama,genres.1,drama
44,ts223690,SHOW,2019,45,,,"5,22",10,drama,genres.1,drama
45,tm464888,MOVIE,2020,141,,,"3,36","6,1",drama,genres.1,drama
46,tm889200,MOVIE,2020,127,,,"8,172","6,9",drama,genres.1,drama
47,tm889018,MOVIE,2020,91,,,"7,755","6,9",drama,genres.1,drama
48,tm898180,MOVIE,2020,89,,,"2,092","7,8",drama,genres.1,drama
49,tm475162,MOVIE,2019,85,,,"3,217","5,3",drama,genres.1,drama
50,tm863879,MOVIE,2020,109,,,"3,389","6,8",drama,genres.1,drama
51,tm979689,MOVIE,2020,9,,,"10,171","6,5",drama,genres.1,drama
52,tm946718,MOVIE,2020,109,,,"3,064",6,drama,genres.1,drama
53,tm910040,MOVIE,2020,102,,,"3,234",4,drama,genres.1,drama
54,ts241460,SHOW,2020,41,,,"2,843","8,3",drama,genres.1,drama
55,tm847678,MOVIE,2020,123,,,"6,424","5,5",drama,genres.1,drama
56,tm950808,MOVIE,2020,136,,,"2,237","5,2",drama,genres.1,drama
57,tm917846,MOVIE,2019,29,,,"2,218","6,8",drama,genres.1,drama
58,ts90643,SHOW,2019,33,,,"4,521",8,drama,genres.1,drama
59,tm859424,MOVIE,2019,24,,,"1,26","8,5",drama,genres.1,drama
60,tm824858,MOVIE,2019,95,,,"3,602","4,6",drama,genres.1,drama
61,tm838954,MOVIE,2019,108,,,"3,383","5,4",drama,genres.1,drama
62,tm826677,MOVIE,2019,103,,,"1,4","6,2",drama,genres.1,drama
63,tm849565,MOVIE,2020,94,,,"3,272",7,drama,genres.1,drama
64,tm979073,MOVIE,2020,100,,,"1,511",,drama,genres.1,drama
65,ts90648,SHOW,2019,45,,,"2,642",10,drama,genres.1,drama
66,ts301915,SHOW,2021,66,,,"35,793","8,6",drama,genres.1,drama
67,ts346007,SHOW,2022,0,,,"24,798",6,drama,genres.1,drama
68,tm1018418,MOVIE,2021,32,,,"10,613","7,4",drama,genres.1,drama
69,ts254956,SHOW,2021,31,,,"21,606","8,2",drama,genres.1,drama
70,ts285854,SHOW,2021,53,,,"194,914","6,7",drama,genres.1,drama
71,tm859256,MOVIE,2021,146,,,"3,261","7,8",drama,genres.1,drama
72,tm810657,MOVIE,2021,147,,,"2,92","6,3",drama,genres.1,drama
73,ts321254,SHOW,2022,40,,,"4,726","7,3",drama,genres.1,drama
74,tm1022280,MOVIE,2021,152,,,"1,969","6,3",drama,genres.1,drama
75,ts268103,SHOW,2021,72,,,"11,43","7,5",drama,genres.1,drama
76,tm1109080,MOVIE,2021,62,,,"2,334",4,drama,genres.1,drama
77,tm97793,MOVIE,1980,230,,,"2,313",8,comedy,genres.1,comedy
78,tm85426,MOVIE,1976,217,,,"2,612","7,7",comedy,genres.1,comedy
79,tm188894,MOVIE,1973,251,,,"3,381","8,5",comedy,genres.1,comedy
80,tm186777,MOVIE,1985,166,,,"4,494","7,6",comedy,genres.1,comedy
81,tm132164,MOVIE,1989,81,,,"3,245","7,5",comedy,genres.1,comedy
82,tm7135,MOVIE,1991,30,,,"1,08","7,5",comedy,genres.1,comedy
83,tm128073,MOVIE,1992,61,,,"4,105","7,9",comedy,genres.1,comedy
84,tm8687,MOVIE,1991,49,,,"2,545",6,comedy,genres.1,comedy
85,tm53999,MOVIE,2008,76,,,"18,986","5,8",comedy,genres.1,comedy
86,tm75022,MOVIE,2007,61,,,"6,223",7,comedy,genres.1,comedy
87,tm41953,MOVIE,2008,127,,,"2,761","6,9",comedy,genres.1,comedy
88,tm421611,MOVIE,2008,115,,,"2,176","7,1",comedy,genres.1,comedy
89,tm145690,MOVIE,2003,84,,,"1,4","5,5",comedy,genres.1,comedy
90,tm238681,MOVIE,2012,23,,,"15,915","6,8",comedy,genres.1,comedy
91,tm72251,MOVIE,2012,80,,,"5,564","7,4",comedy,genres.1,comedy
92,tm67444,MOVIE,2012,77,,,"3,908","6,9",comedy,genres.1,comedy
93,tm177376,MOVIE,2013,46,,,"1,4",,comedy,genres.1,comedy
94,tm335263,MOVIE,2016,71,,,"1,734","6,6",comedy,genres.1,comedy
95,tm229140,MOVIE,2015,59,,,"6,22","7,4",comedy,genres.1,comedy
96,tm199987,MOVIE,2015,83,,,"3,016","4,3",comedy,genres.1,comedy
97,tm452046,MOVIE,2016,103,,,"1,4","6,3",comedy,genres.1,comedy
98,tm215265,MOVIE,2015,15,,,"3,006","5,9",comedy,genres.1,comedy
99,tm839847,MOVIE,2017,17,,,"6,823","6,4",comedy,genres.1,comedy
100,ts58480,SHOW,2017,45,,,"2,288","6,4",comedy,genres.1,comedy
101,ts94470,SHOW,2018,0,,,"0,852",,comedy,genres.1,comedy
102,ts76949,SHOW,2017,29,,,"2,798","7,5",comedy,genres.1,comedy
103,tm327219,MOVIE,2017,13,,,"2,676","7,5",comedy,genres.1,comedy
104,tm429567,MOVIE,2018,33,,,"1,35","6,9",comedy,genres.1,comedy
105,ts78757,SHOW,2017,57,,,"0,6","8,5",comedy,genres.1,comedy
106,ts255677,SHOW,2018,24,,,"14,26",,comedy,genres.1,comedy
107,tm448690,MOVIE,2018,29,,,"1,175","5,8",comedy,genres.1,comedy
108,tm429383,MOVIE,2018,54,,,"0,792","6,4",comedy,genres.1,comedy
109,tm349140,MOVIE,2017,77,,,"1,18",6,comedy,genres.1,comedy
110,tm447915,MOVIE,2018,68,,,"0,96",,comedy,genres.1,comedy
111,tm877681,MOVIE,2020,95,,,"55,783","6,4",comedy,genres.1,comedy
112,tm475836,MOVIE,2019,30,,,"7,367","6,2",comedy,genres.1,comedy
113,ts236033,SHOW,2020,35,,,"4,274","7,1",comedy,genres.1,comedy
114,tm885860,MOVIE,2020,72,,,"3,917","7,5",comedy,genres.1,comedy
115,ts251420,SHOW,2020,30,,,"10,375","7,3",comedy,genres.1,comedy
116,ts254045,SHOW,2020,28,,,"14,93","7,5",comedy,genres.1,comedy
117,tm860965,MOVIE,2020,86,,,"5,528","7,4",comedy,genres.1,comedy
118,tm895839,MOVIE,2020,101,,,"10,01","6,2",comedy,genres.1,comedy
119,tm849251,MOVIE,2020,108,,,"6,903","6,3",comedy,genres.1,comedy
120,tm850176,MOVIE,2020,66,,,"1,786","5,7",comedy,genres.1,comedy
121,tm826875,MOVIE,2019,83,,,"6,478","5,4",comedy,genres.1,comedy
122,tm837648,MOVIE,2019,95,,,"2,641","7,6",comedy,genres.1,comedy
123,tm971431,MOVIE,2020,54,,,"3,014","7,9",comedy,genres.1,comedy
124,tm885364,MOVIE,2019,35,,,"4,201","6,9",comedy,genres.1,comedy
125,tm824324,MOVIE,2019,126,,,"1,996","5,3",comedy,genres.1,comedy
126,tm938048,MOVIE,2020,58,,,"4,116","6,9",comedy,genres.1,comedy
127,ts269085,SHOW,2020,48,,,"5,151",,comedy,genres.1,comedy
128,ts217553,SHOW,2019,30,,,"4,701",5,comedy,genres.1,comedy
129,ts229700,SHOW,2019,22,,,"0,776",,comedy,genres.1,comedy
130,tm840242,MOVIE,2019,63,,,"2,606","5,9",comedy,genres.1,comedy
131,tm882222,MOVIE,2019,80,,,"1,165",,comedy,genres.1,comedy
132,tm1068745,MOVIE,2020,104,,,"1,332",3,comedy,genres.1,comedy
133,tm833555,MOVIE,2019,62,,,"1,376","5,8",comedy,genres.1,comedy
134,tm885938,MOVIE,2020,63,,,"1,871","7,7",comedy,genres.1,comedy
135,tm823848,MOVIE,2019,96,,,"1,421","7,2",comedy,genres.1,comedy
136,tm853091,MOVIE,2019,92,,,"0,988",5,comedy,genres.1,comedy
137,tm869307,MOVIE,2019,108,,,"0,944",,comedy,genres.1,comedy
138,tm1185421,MOVIE,2022,66,,,"21,464",7,comedy,genres.1,comedy
139,tm1200703,MOVIE,2022,62,,,"10,543",8,comedy,genres.1,comedy
140,tm1202960,MOVIE,2022,36,,,"9,88",8,comedy,genres.1,comedy
141,ts330289,SHOW,2022,25,,,"7,43",10,comedy,genres.1,comedy
142,tm1187638,MOVIE,2022,60,,,"5,518","6,6",comedy,genres.1,comedy
143,tm993790,MOVIE,2021,98,,,"2,497",3,comedy,genres.1,comedy
144,tm1195428,MOVIE,2022,76,,,"5,266","5,6",comedy,genres.1,comedy
145,tm998678,MOVIE,2021,153,,,"1,663","6,3",comedy,genres.1,comedy
146,tm997617,MOVIE,2021,116,,,"1,496",,comedy,genres.1,comedy
147,tm1047429,MOVIE,2021,49,,,"11,666",6,comedy,genres.1,comedy
148,ts307884,SHOW,2021,24,,,"0,6",,comedy,genres.1,comedy
149,ts300399,SHOW,1945,48,,,"0,6",,documentation,genres.1,documentation
150,tm418157,MOVIE,2008,55,,,"1,922","6,5",documentation,genres.1,documentation
151,ts19384,SHOW,2006,225,,,"1,271","7,5",documentation,genres.1,documentation
152,tm53625,MOVIE,2012,120,,,"2,015","7,8",documentation,genres.1,documentation
153,tm182534,MOVIE,2013,34,,,"2,936","7,1",documentation,genres.1,documentation
154,tm360904,MOVIE,2013,60,,,"3,738","7,5",documentation,genres.1,documentation
155,tm235227,MOVIE,2015,34,,,"0,901","6,7",documentation,genres.1,documentation
156,tm243849,MOVIE,2016,24,,,"5,349","7,1",documentation,genres.1,documentation
157,ts224440,SHOW,2016,10,,,"0,722",,documentation,genres.1,documentation
158,tm421214,MOVIE,2016,51,,,"1,102","6,5",documentation,genres.1,documentation
159,tm350044,MOVIE,2016,30,,,"1,48","6,5",documentation,genres.1,documentation
160,tm376840,MOVIE,2018,40,,,"6,215","7,2",documentation,genres.1,documentation
161,tm362180,MOVIE,2017,31,,,"4,965","5,5",documentation,genres.1,documentation
162,tm340366,MOVIE,2017,44,,,"1,223",,documentation,genres.1,documentation
163,tm852185,MOVIE,2017,59,,,"1,134",,documentation,genres.1,documentation
164,tm349752,MOVIE,2017,39,,,"7,442","7,1",documentation,genres.1,documentation
165,tm414595,MOVIE,2018,26,,,"6,085",8,documentation,genres.1,documentation
166,tm324041,MOVIE,2017,43,,,"1,219",,documentation,genres.1,documentation
167,tm324042,MOVIE,2017,44,,,"1,896","4,3",documentation,genres.1,documentation
168,tm835357,MOVIE,2018,28,,,"2,827","6,4",documentation,genres.1,documentation
169,tm360618,MOVIE,2018,23,,,"4,816","6,8",documentation,genres.1,documentation
170,tm323907,MOVIE,2017,19,,,"1,991","5,8",documentation,genres.1,documentation
171,tm435144,MOVIE,2018,23,,,"3,85","6,1",documentation,genres.1,documentation
172,tm443073,MOVIE,2018,35,,,"1,32","5,8",documentation,genres.1,documentation
173,tm463592,MOVIE,2018,18,,,"3,403","5,8",documentation,genres.1,documentation
174,ts224164,SHOW,2020,45,,,"16,988","7,4",documentation,genres.1,documentation
175,ts254982,SHOW,2020,29,,,"1,25",10,documentation,genres.1,documentation
176,ts216593,SHOW,2019,30,,,"6,178","7,9",documentation,genres.1,documentation
177,ts223077,SHOW,2019,59,,,"2,864","7,4",documentation,genres.1,documentation
178,tm917036,MOVIE,2020,39,,,"7,319","7,6",documentation,genres.1,documentation
179,tm850862,MOVIE,2019,18,,,"6,985","7,1",documentation,genres.1,documentation
180,tm897771,MOVIE,2020,97,,,"4,286","7,5",documentation,genres.1,documentation
181,tm468724,MOVIE,2019,39,,,"5,109","6,4",documentation,genres.1,documentation
182,tm1147120,MOVIE,2020,10,,,"4,535","4,9",documentation,genres.1,documentation
183,tm846941,MOVIE,2020,16,,,"3,639","6,4",documentation,genres.1,documentation
184,tm835305,MOVIE,2019,51,,,"12,461",8,documentation,genres.1,documentation
185,tm843944,MOVIE,2019,28,,,"3,919","6,6",documentation,genres.1,documentation
186,tm845552,MOVIE,2020,90,,,"3,878","6,2",documentation,genres.1,documentation
187,tm932201,MOVIE,2019,75,,,"2,206","8,2",documentation,genres.1,documentation
188,tm844497,MOVIE,2019,23,,,"6,995","7,6",documentation,genres.1,documentation
189,tm884531,MOVIE,2020,21,,,"1,738",8,documentation,genres.1,documentation
190,tm841410,MOVIE,2019,39,,,"3,289","6,8",documentation,genres.1,documentation
191,tm1096875,MOVIE,2020,31,,,"3,444","6,5",documentation,genres.1,documentation
192,tm461726,MOVIE,2019,21,,,"2,805","5,8",documentation,genres.1,documentation
193,tm845370,MOVIE,2019,25,,,"1,905",5,documentation,genres.1,documentation
194,tm834121,MOVIE,2019,37,,,"2,923","6,8",documentation,genres.1,documentation
195,tm983091,MOVIE,2020,59,,,"2,102",6,documentation,genres.1,documentation
196,tm902363,MOVIE,2020,47,,,"2,112",1,documentation,genres.1,documentation
197,tm938186,MOVIE,2020,44,,,"0,833",,documentation,genres.1,documentation
198,tm843222,MOVIE,2019,45,,,"0,6",6,documentation,genres.1,documentation
199,tm831125,MOVIE,2019,10,,,"2,061","5,5",documentation,genres.1,documentation
200,tm890479,MOVIE,2020,17,,,"3,058","4,7",documentation,genres.1,documentation
201,tm472961,MOVIE,2019,36,,,"2,893","5,5",documentation,genres.1,documentation
202,tm852207,MOVIE,2020,15,,,"0,907",,documentation,genres.1,documentation
203,tm1031016,MOVIE,2019,20,,,"0,685",,documentation,genres.1,documentation
204,tm944561,MOVIE,2020,40,,,"4,414","7,4",documentation,genres.1,documentation
205,tm1073298,MOVIE,2019,39,,,"0,625",,documentation,genres.1,documentation
206,ts342732,SHOW,2022,52,,,"6,666","8,1",documentation,genres.1,documentation
207,tm1191019,MOVIE,2022,40,,,"87,633","6,7",documentation,genres.1,documentation
208,ts346500,SHOW,2022,30,,,"2,744",,documentation,genres.1,documentation
209,tm1201670,MOVIE,2022,30,,,"20,664",,documentation,genres.1,documentation
210,ts287532,SHOW,2021,47,,,"1,614",,documentation,genres.1,documentation
211,ts308039,SHOW,2021,51,,,"7,092","6,6",documentation,genres.1,documentation
212,tm1106806,MOVIE,2021,59,,,"5,632","6,2",documentation,genres.1,documentation
213,tm1111920,MOVIE,2021,28,,,"1,61","8,5",documentation,genres.1,documentation
214,ts268220,SHOW,2021,37,,,"3,065",7,documentation,genres.1,documentation
215,tm1063034,MOVIE,2021,129,,,"4,305",7,documentation,genres.1,documentation
216,tm1164320,MOVIE,2022,17,,,"3,181",7,documentation,genres.1,documentation
217,tm990740,MOVIE,2021,33,,,"3,867","6,7",documentation,genres.1,documentation
218,tm1049083,MOVIE,2021,36,,,"2,772","7,5",documentation,genres.1,documentation
219,tm1094060,MOVIE,2021,23,,,"3,688","7,7",documentation,genres.1,documentation
220,ts251477,SHOW,1991,19,,,"12,155",7,reality,genres.1,reality
222,ts98340,SHOW,2004,84,,,"0,6",,western,genres.1,western
223,ts44053,SHOW,2009,46,,,"74,088","8,7",war,genres.1,war
224,tm352863,MOVIE,2009,29,,,"2,047","3,4",horror,genres.1,horror
225,tm84348,MOVIE,2004,95,,,"6,132","5,4",crime,genres.1,crime
226,tm87909,MOVIE,2004,67,,,"2,456",8,animation,genres.1,animation
229,tm1077037,MOVIE,2010,65,,,,,animation,genres.1,animation
232,tm178395,MOVIE,2011,88,,,"31,292","5,1",horror,genres.1,horror
233,ts20648,SHOW,2011,23,,,"19,375","7,4",scifi,genres.1,scifi
234,tm170395,MOVIE,2011,91,,,"13,963","6,1",thriller,genres.1,thriller
236,tm1077038,MOVIE,2011,67,,,,,animation,genres.1,animation
237,tm139617,MOVIE,2014,26,,,"50,509","7,2",fantasy,genres.1,fantasy
238,ts57744,SHOW,2014,13,,,"5,582",6,animation,genres.1,animation
242,tm238829,MOVIE,2015,85,,,"25,774","5,9",animation,genres.1,animation
243,tm228657,MOVIE,2015,12,,,"2,931","6,6",fantasy,genres.1,fantasy
244,ts285233,SHOW,2016,40,,,"1,008",,scifi,genres.1,scifi
246,tm811691,MOVIE,2016,93,,,"1,278",10,family,genres.1,family
248,ts82770,SHOW,2018,52,,,"1,673",7,reality,genres.1,reality
249,tm325102,MOVIE,2017,23,,,"20,552","6,5",fantasy,genres.1,fantasy
251,tm350887,MOVIE,2017,63,,,"15,903","6,8",fantasy,genres.1,fantasy
253,ts81827,SHOW,2018,24,,,"1,87",10,animation,genres.1,animation
255,ts317239,SHOW,2018,39,,,"2,379",,reality,genres.1,reality
257,tm428982,MOVIE,2018,109,,,"1,459",6,thriller,genres.1,thriller
258,tm447263,MOVIE,2018,27,,,"2,821",6,fantasy,genres.1,fantasy
259,ts106612,SHOW,2018,40,,,,,reality,genres.1,reality
262,tm404610,MOVIE,2018,45,,,"1,982",6,animation,genres.1,animation
263,ts81828,SHOW,2018,23,,,"1,168",,animation,genres.1,animation
266,ts86360,SHOW,2018,35,,,"4,429","8,5",family,genres.1,family
267,tm364525,MOVIE,2017,50,,,"3,844","5,6",animation,genres.1,animation
270,ts223548,SHOW,2020,25,,,"29,669","8,4",scifi,genres.1,scifi
271,ts223530,SHOW,2020,52,,,"74,635","8,6",scifi,genres.1,scifi
272,ts236685,SHOW,2020,49,,,"27,359","4,3",thriller,genres.1,thriller
273,tm853953,MOVIE,2020,103,,,"16,143","6,4",horror,genres.1,horror
274,ts251654,SHOW,2020,56,,,"8,112","7,3",scifi,genres.1,scifi
275,ts268799,SHOW,2020,46,,,"19,592","7,5",scifi,genres.1,scifi
276,tm926004,MOVIE,2020,24,,,"46,316","6,9",animation,genres.1,animation
277,ts215341,SHOW,2019,96,,,"15,88",8,reality,genres.1,reality
278,tm819950,MOVIE,2019,15,,,"6,23","7,4",music,genres.1,music
279,ts227385,SHOW,2020,13,,,"34,608","7,6",scifi,genres.1,scifi
280,ts221293,SHOW,2020,71,,,"47,02","8,5",scifi,genres.1,scifi
281,ts221365,SHOW,2019,40,,,"6,23","6,6",crime,genres.1,crime
282,ts225860,SHOW,2020,31,,,"11,289",7,scifi,genres.1,scifi
283,tm371882,MOVIE,2019,110,,,"6,397",8,fantasy,genres.1,fantasy
284,ts221366,SHOW,2019,26,,,"7,419","7,2",crime,genres.1,crime
285,tm467804,MOVIE,2019,140,,,"1,711","5,2",thriller,genres.1,thriller
286,ts312044,SHOW,2020,23,,,"10,678","9,5",animation,genres.1,animation
287,ts220248,SHOW,2019,48,,,"8,653","7,5",reality,genres.1,reality
289,tm858416,MOVIE,2020,119,,,"8,036","6,7",thriller,genres.1,thriller
290,ts237773,SHOW,2020,49,,,"37,192",7,scifi,genres.1,scifi
291,tm854278,MOVIE,2020,116,,,"14,972","5,9",thriller,genres.1,thriller
292,ts220983,SHOW,2019,75,,,"12,982","7,6",action,genres.1,action
293,ts222438,SHOW,2020,26,,,"21,075","8,2",scifi,genres.1,scifi
295,ts224794,SHOW,2020,25,,,"8,629","8,3",scifi,genres.1,scifi
297,ts225513,SHOW,2020,44,,,"4,595",7,scifi,genres.1,scifi
300,tm848663,MOVIE,2020,144,,,"6,685","5,1",horror,genres.1,horror
301,tm473601,MOVIE,2019,92,,,"11,668","5,3",thriller,genres.1,thriller
302,tm898759,MOVIE,2020,89,,,"18,035","5,7",thriller,genres.1,thriller
304,tm883113,MOVIE,2020,80,,,"17,714","6,2",thriller,genres.1,thriller
305,tm827168,MOVIE,2019,40,,,"3,557","6,3",animation,genres.1,animation
306,ts91125,SHOW,2019,62,,,"7,903","8,5",war,genres.1,war
308,tm840761,MOVIE,2020,97,,,"12,298","6,9",romance,genres.1,romance
309,ts216698,SHOW,2019,29,,,"1,585",10,reality,genres.1,reality
310,tm890591,MOVIE,2020,107,,,"14,359","6,9",romance,genres.1,romance
311,tm882875,MOVIE,2020,4,,,"3,749","5,4",scifi,genres.1,scifi
313,tm972010,MOVIE,2020,89,,,"5,405","5,9",thriller,genres.1,thriller
314,tm810836,MOVIE,2019,161,,,"2,584","6,8",fantasy,genres.1,fantasy
315,tm456894,MOVIE,2019,50,,,"6,146","7,4",romance,genres.1,romance
317,tm980358,MOVIE,2020,92,,,"4,746","7,3",family,genres.1,family
318,tm845588,MOVIE,2019,44,,,"2,076",,animation,genres.1,animation
320,tm847212,MOVIE,2019,150,,,"2,432","6,4",thriller,genres.1,thriller
322,tm881973,MOVIE,2020,23,,,"1,162",,animation,genres.1,animation
323,tm830994,MOVIE,2019,64,,,"1,581","7,5",animation,genres.1,animation
324,tm1080109,MOVIE,2020,114,,,"2,447",4,action,genres.1,action
325,tm920599,MOVIE,2020,24,,,"2,458","6,5",animation,genres.1,animation
326,tm941493,MOVIE,2020,33,,,"5,264",8,animation,genres.1,animation
327,tm843143,MOVIE,2020,97,,,"2,267","6,4",romance,genres.1,romance
328,tm887376,MOVIE,2020,42,,,"2,112",6,animation,genres.1,animation
329,tm1026231,MOVIE,2020,84,,,"2,084",7,music,genres.1,music
330,tm953122,MOVIE,2020,26,,,"1,29",5,animation,genres.1,animation
333,tm860204,MOVIE,2019,117,,,"2,611","6,9",romance,genres.1,romance
334,tm844236,MOVIE,2019,45,,,"3,499","6,4",animation,genres.1,animation
336,tm918959,MOVIE,2020,20,,,"1,285","2,7",animation,genres.1,animation
337,tm936519,MOVIE,2020,106,,,"1,54","5,8",romance,genres.1,romance
338,tm840152,MOVIE,2019,6,,,"0,731",6,thriller,genres.1,thriller
341,tm942492,MOVIE,2020,25,,,"4,43","7,6",animation,genres.1,animation
342,tm888850,MOVIE,2020,118,,,"1,809",6,action,genres.1,action
343,tm896976,MOVIE,2020,23,,,"3,517",10,animation,genres.1,animation
345,tm1028068,MOVIE,2020,51,,,"0,6",,music,genres.1,music
346,ts223078,SHOW,2019,31,,,"3,026","7,1",reality,genres.1,reality
347,tm1000166,MOVIE,2020,57,,,"0,908",,music,genres.1,music
348,ts222838,SHOW,2019,0,,,"3,873","7,2",reality,genres.1,reality
349,tm856372,MOVIE,2020,130,,,"2,719","8,1",thriller,genres.1,thriller
353,tm940835,MOVIE,2019,62,,,"1,219",,animation,genres.1,animation
354,ts224956,SHOW,2020,47,,,"1,617",7,reality,genres.1,reality
355,ts328625,SHOW,2022,29,,,"359,74","6,5",scifi,genres.1,scifi
356,tm1196288,MOVIE,2022,97,,,"48,759","6,1",crime,genres.1,crime
357,ts327074,SHOW,2022,0,,,"5,984",7,reality,genres.1,reality
359,tm1044275,MOVIE,2021,95,,,"56,744","5,9",horror,genres.1,horror
360,tm1173806,MOVIE,2022,118,,,"1,723",8,thriller,genres.1,thriller
361,ts321614,SHOW,2021,7,,,"4,343",7,animation,genres.1,animation
362,ts329854,SHOW,2022,97,,,"10,408",,reality,genres.1,reality
363,tm922706,MOVIE,2021,114,,,"65,826","7,3",horror,genres.1,horror
364,tm1020326,MOVIE,2021,114,,,"23,683",5,thriller,genres.1,thriller
365,ts288489,SHOW,2021,81,,,"19,654","9,6",action,genres.1,action
367,ts326955,SHOW,2022,47,,,"11,962",7,crime,genres.1,crime
369,ts254928,SHOW,2021,62,,,"10,205","8,3",action,genres.1,action
370,tm1031448,MOVIE,2021,60,,,"69,129","7,2",animation,genres.1,animation
371,tm950360,MOVIE,2021,113,,,"12,009","6,8",fantasy,genres.1,fantasy
372,tm1159300,MOVIE,2022,18,,,"122,528","5,3",romance,genres.1,romance
373,tm1075596,MOVIE,2021,58,,,"22,317","5,7",fantasy,genres.1,fantasy
374,tm1204412,MOVIE,2022,99,,,"138,881",2,romance,genres.1,romance
376,tm1111717,MOVIE,2021,47,,,"143,79","6,9",animation,genres.1,animation
378,ts311887,SHOW,2021,68,,,"3,56",7,reality,genres.1,reality
380,ts301964,SHOW,2021,25,,,"1,586",2,action,genres.1,action
382,ts296581,SHOW,2021,40,,,"1,017",,horror,genres.1,horror
386,tm1102410,MOVIE,2021,12,,,"2,151",,animation,genres.1,animation
397,tm210754,MOVIE,1999,118,,,"1,844","7,5","drama, comedy",genres.1,drama
398,tm76428,MOVIE,2007,64,,,"20,424","6,1","documentation, comedy",genres.1,documentation
399,tm78189,MOVIE,2007,105,,,"12,99","5,6","thriller, european",genres.1,thriller
400,tm186461,MOVIE,2005,208,,,"8,676","7,7","music, documentation",genres.1,music
401,tm31290,MOVIE,2006,88,,,"6,915","5,8","horror, thriller",genres.1,horror
402,tm80487,MOVIE,2004,47,,,"3,355","4,6","family, animation",genres.1,family
403,ts82592,SHOW,2008,44,,,"0,6",,"drama, thriller",genres.1,drama
404,ts23353,SHOW,2009,45,,,"1,092",,"drama, comedy",genres.1,drama
405,tm165712,MOVIE,2011,146,,,"2,631","7,3","comedy, music",genres.1,comedy
406,ts60663,SHOW,2011,44,,,"1,492",,"family, drama",genres.1,family
407,tm180802,MOVIE,2013,20,,,"10,788","6,2","action, animation",genres.1,action
408,tm140334,MOVIE,2014,94,,,"12,202",6,"thriller, european",genres.1,thriller
