,id,type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,Genre_NR,Genre
4515,tm912100,MOVIE,2021,129,"6,1",13968.0,"42,403",7,"drama, sport, thriller",genres.1,drama
4516,ts296563,SHOW,2022,44,"9,2",81.0,"57,401","8,7","drama, fantasy, romance",genres.1,drama
4517,ts253813,SHOW,2021,44,8,3941.0,"4,075",7,"drama, history, thriller",genres.1,drama
4518,ts288744,SHOW,2022,69,8,982.0,"53,301","7,5","drama, fantasy, music",genres.1,drama
4519,ts319303,SHOW,2022,26,"1,6",2735.0,"6,878",4,"drama, comedy, romance",genres.1,drama
4520,ts296825,SHOW,2021,49,"6,3",3863.0,"7,426","5,9","drama, crime, thriller",genres.1,drama
4521,tm473502,MOVIE,2021,163,"7,4",23781.0,"5,625","6,8","drama, history, sport",genres.1,drama
4522,tm1087160,MOVIE,2021,93,"5,4",1682.0,"37,39","5,9","drama, horror, thriller",genres.1,drama
4523,tm898614,MOVIE,2021,110,"5,5",30580.0,"114,132","6,8","drama, thriller, action",genres.1,drama
4524,ts222864,SHOW,2021,44,"8,4",2019.0,"44,455","9,4","drama, comedy, romance",genres.1,drama
4525,tm1052498,MOVIE,2021,85,"3,6",1349.0,"9,607","4,9","drama, horror, thriller",genres.1,drama
4526,tm1003353,MOVIE,2021,100,"6,9",7993.0,"12,019",7,"drama, documentation, crime",genres.1,drama
4527,tm1106212,MOVIE,2021,130,"6,8",2815.0,"116,421","7,1","drama, thriller, crime",genres.1,drama
4528,ts313668,SHOW,2021,19,"8,7",7595.0,"51,108","8,4","drama, comedy, animation",genres.1,drama
4529,ts283610,SHOW,2021,42,"6,4",1514.0,"11,091",6,"drama, romance, comedy",genres.1,drama
4530,ts296129,SHOW,2021,12,"7,4",2254.0,"25,284","8,2","drama, crime, thriller",genres.1,drama
4531,tm1166015,MOVIE,2022,109,"6,6",1432.0,"143,827","6,7","drama, comedy, family",genres.1,drama
4532,tm872108,MOVIE,2021,94,"5,7",4465.0,"29,594",7,"drama, family, romance",genres.1,drama
4533,ts302653,SHOW,2021,57,"7,4",968.0,"19,501","8,9","drama, thriller, crime",genres.1,drama
4534,tm1108621,MOVIE,2021,95,"6,2",4205.0,"35,668","6,3","drama, crime, thriller",genres.1,drama
4535,ts296069,SHOW,2021,12,"7,3",1903.0,"30,602","7,7","drama, crime, thriller",genres.1,drama
4536,tm950444,MOVIE,2021,107,"6,6",4180.0,"16,29","7,5","drama, family, sport",genres.1,drama
4537,ts257271,SHOW,2021,13,"7,1",1183.0,"6,521",7,"drama, romance, comedy",genres.1,drama
4538,ts329711,SHOW,2022,27,"5,3",65.0,"20,664",6,"drama, comedy, romance",genres.1,drama
4539,ts287838,SHOW,2021,35,"7,9",1518.0,"15,371","8,3","drama, comedy, romance",genres.1,drama
4540,tm979688,MOVIE,2021,119,"5,5",2632.0,"45,357","5,8","drama, thriller, fantasy",genres.1,drama
4541,ts329882,SHOW,2022,30,"5,9",110.0,"26,996",8,"drama, family, music",genres.1,drama
4542,tm1165118,MOVIE,2022,109,"4,8",728.0,"79,277","5,7","drama, romance, documentation",genres.1,drama
4543,tm990835,MOVIE,2021,128,"4,4",14348.0,"27,939","5,9","drama, thriller, crime",genres.1,drama
4544,ts288540,SHOW,2021,59,"7,2",8668.0,"4,004","6,8","drama, thriller, crime",genres.1,drama
4545,tm1023388,MOVIE,2021,112,"5,4",3282.0,"18,719","5,8","drama, crime, romance",genres.1,drama
4546,ts288064,SHOW,2021,47,"7,1",1108.0,"25,66","7,7","drama, history, crime",genres.1,drama
4547,tm1160938,MOVIE,2022,58,"6,5",173.0,"5,696","5,8","drama, animation, music",genres.1,drama
4548,tm1120937,MOVIE,2021,96,"6,7",681.0,"2,57",6,"drama, western, history",genres.1,drama
4549,tm1114205,MOVIE,2021,120,"3,9",289.0,"167,727","6,5","drama, action, history",genres.1,drama
4550,tm1049265,MOVIE,2021,99,"5,8",540.0,"4,601","4,9","drama, romance, comedy",genres.1,drama
4551,tm1027639,MOVIE,2021,163,"4,6",9400.0,"6,2","7,4","drama, action, comedy",genres.1,drama
4552,tm981676,MOVIE,2021,103,"5,6",1262.0,"13,931","6,7","drama, comedy, family",genres.1,drama
4553,tm1142245,MOVIE,2021,115,"7,5",1265.0,"1,393","7,7","drama, comedy, crime",genres.1,drama
4554,tm1024062,MOVIE,2021,124,"8,1",6780.0,"4,151","7,6","drama, thriller, crime",genres.1,drama
4555,tm989502,MOVIE,2021,101,"6,4",804.0,"7,246","8,1","drama, romance, music",genres.1,drama
4556,tm1018592,MOVIE,2021,112,"5,3",557.0,"31,879","7,4","drama, comedy, romance",genres.1,drama
4557,tm1011248,MOVIE,2021,99,"4,4",96.0,,,"drama, thriller, crime",genres.1,drama
4558,ts284885,SHOW,2021,25,"6,6",433.0,"1,4","8,5","drama, comedy, crime",genres.1,drama
4559,tm1026043,MOVIE,2021,92,7,43.0,"2,57",10,"drama, comedy, family",genres.1,drama
4560,tm185072,MOVIE,1964,170,"7,8",94121.0,"15,949","7,6","drama, music, romance, family",genres.1,drama
4561,tm204541,MOVIE,1956,120,"6,7",590.0,"1,044","5,9","drama, action, romance, thriller",genres.1,drama
4562,tm102287,MOVIE,1953,105,"6,8",231.0,"1,826","5,8","drama, thriller, crime, history",genres.1,drama
4563,tm54903,MOVIE,1998,108,"6,6",118811.0,"22,205","6,3","drama, thriller, crime, european",genres.1,drama
4564,tm19673,MOVIE,2000,165,"7,2",270231.0,"20,438","7,1","drama, action, history, war",genres.1,drama
4565,tm187791,MOVIE,1993,128,"7,2",101939.0,"15,02",7,"drama, thriller, action, crime",genres.1,drama
4566,tm191614,MOVIE,1997,136,"7,1",2825.0,"3,928","6,6","drama, romance, comedy, history",genres.1,drama
4567,tm9898,MOVIE,1995,165,"7,6",3056.0,"5,577","6,9","drama, comedy, romance, action",genres.1,drama
4568,tm25389,MOVIE,2000,170,6,4168.0,"3,297","6,3","drama, romance, action, crime",genres.1,drama
4569,tm142086,MOVIE,2003,154,"7,8",429097.0,"33,643","7,5","drama, history, war, action",genres.1,drama
4570,tm195620,MOVIE,2001,196,,,"4,147341","9,8","drama, war, thriller, horror",genres.1,drama
4571,tm145593,MOVIE,2003,102,"6,3",160449.0,"14,895","6,3","drama, action, crime, thriller",genres.1,drama
4572,tm23935,MOVIE,2006,105,"6,8",148043.0,"15,36","6,9","drama, fantasy, romance, documentation",genres.1,drama
4573,tm169949,MOVIE,2005,95,"6,7",106755.0,"12,741","6,9","drama, romance, fantasy, comedy",genres.1,drama
4574,tm40009,MOVIE,2008,123,"6,8",247039.0,"40,786","6,7","drama, crime, history, thriller",genres.1,drama
4575,tm30205,MOVIE,2008,108,8,221095.0,"20,113","7,7","drama, fantasy, action, history",genres.1,drama
4576,ts21706,SHOW,2006,25,"7,2",14782.0,"21,417","7,8","drama, scifi, fantasy, family",genres.1,drama
4577,tm183963,MOVIE,2005,106,"6,8",13034.0,"10,751","6,9","drama, family, sport, fantasy",genres.1,drama
4578,tm137342,MOVIE,2003,121,"6,6",121066.0,"33,904","6,8","drama, thriller, war, action",genres.1,drama
4579,tm103095,MOVIE,2010,108,"7,5",103673.0,"3,156","7,4","drama, history, sport, action",genres.1,drama
4580,tm65142,MOVIE,2007,90,"6,9",1611.0,"23,07","6,7","drama, comedy, animation, action",genres.1,drama
4581,tm110923,MOVIE,2002,92,"6,6",3598.0,"3,301","6,4","drama, comedy, romance, war",genres.1,drama
4582,tm70222,MOVIE,2007,189,"7,5",19556.0,"5,544",7,"drama, crime, thriller, action",genres.1,drama
4583,tm68191,MOVIE,2007,89,"5,5",4430.0,"7,987","5,7","drama, european, comedy, war",genres.1,drama
4584,tm149209,MOVIE,2009,135,"7,4",17136.0,"5,741","6,8","drama, crime, action, thriller",genres.1,drama
4585,tm106625,MOVIE,2010,108,"7,2",5645.0,"3,612","6,1","drama, comedy, crime, romance",genres.1,drama
4586,tm96595,MOVIE,2004,186,"7,8",23076.0,"5,649","6,6","drama, romance, war, action",genres.1,drama
4587,tm166293,MOVIE,2005,90,"7,3",2077.0,"1,909","6,3","drama, family, fantasy, comedy",genres.1,drama
4588,tm95507,MOVIE,2010,121,"4,8",2968.0,"2,548","5,3","drama, music, romance, comedy",genres.1,drama
4589,tm160596,MOVIE,2005,105,"6,5",3210.0,"3,266",6,"drama, european, family, war",genres.1,drama
4590,ts33338,SHOW,2011,48,"8,4",22420.0,"18,036","7,4","drama, thriller, crime, european",genres.1,drama
4591,tm32982,MOVIE,2012,157,"7,5",325132.0,18,"7,3","drama, romance, history, war",genres.1,drama
4592,ts6506,SHOW,2011,51,"7,9",50556.0,"23,185","7,6","drama, history, romance, crime",genres.1,drama
4593,tm62210,MOVIE,2012,134,"7,4",25793.0,"26,614","7,6","drama, war, action, history",genres.1,drama
4594,ts7708,SHOW,2011,23,"8,2",12682.0,"27,728","8,6","drama, fantasy, romance, animation",genres.1,drama
4595,ts34737,SHOW,2011,42,8,2445.0,"99,071","7,7","drama, action, crime, thriller",genres.1,drama
4596,tm174518,MOVIE,2011,134,"4,6",25592.0,"7,043","5,3","drama, romance, action, comedy",genres.1,drama
4597,tm53360,MOVIE,2012,110,"5,1",1533.0,"29,476","6,1","drama, thriller, action, crime",genres.1,drama
4598,tm172504,MOVIE,2011,78,"6,7",129.0,"3,689","5,8","drama, romance, war, european",genres.1,drama
4599,tm148147,MOVIE,2014,106,"7,2",51.0,"12,271",7,"drama, documentation, crime, romance",genres.1,drama
4600,tm176864,MOVIE,2013,123,"8,1",465254.0,"34,763","7,7","drama, action, sport, european",genres.1,drama
4601,tm148671,MOVIE,2014,113,"6,5",120389.0,"73,108","6,3","drama, thriller, action, crime",genres.1,drama
4602,tm153284,MOVIE,2014,97,"6,4",118117.0,"15,835","6,5","drama, scifi, romance, thriller",genres.1,drama
4603,tm181081,MOVIE,2013,116,"7,1",39743.0,"8,993","6,9","drama, european, war, romance",genres.1,drama
4604,tm171965,MOVIE,2013,75,8,3284.0,"3,449","7,5","drama, documentation, comedy, romance",genres.1,drama
4605,tm35895,MOVIE,2013,94,"6,6",1076.0,"3,107","6,9","drama, comedy, documentation, european",genres.1,drama
4606,tm148910,MOVIE,2014,150,"8,1",54001.0,"8,213","7,1","drama, action, crime, thriller",genres.1,drama
4607,tm145791,MOVIE,2014,124,"7,2",3433.0,"7,082","7,4","drama, comedy, fantasy, music",genres.1,drama
4608,tm154729,MOVIE,2014,152,7,7179.0,"3,05","6,5","drama, romance, thriller, comedy",genres.1,drama
4609,tm158692,MOVIE,2013,104,"6,8",1069.0,"2,275","6,2","drama, crime, thriller, family",genres.1,drama
4610,tm167107,MOVIE,2013,142,"6,7",3978.0,"2,657","6,8","drama, thriller, action, crime",genres.1,drama
4611,tm242276,MOVIE,2014,116,"7,2",160.0,"1,579",7,"drama, family, thriller, crime",genres.1,drama
4612,tm202914,MOVIE,2014,82,"6,4",445.0,"3,493",7,"drama, comedy, family, documentation",genres.1,drama
4613,ts41961,SHOW,2016,42,"7,9",28537.0,"54,867","7,6","drama, thriller, action, crime",genres.1,drama
4614,ts38718,SHOW,2016,46,"6,7",14071.0,"27,468","6,7","drama, horror, thriller, crime",genres.1,drama
4615,tm139532,MOVIE,2016,97,"6,2",45243.0,"13,359","6,4","drama, fantasy, horror, thriller",genres.1,drama
4616,ts3844,SHOW,2015,43,"7,1",12112.0,"11,944","6,8","drama, crime, thriller, european",genres.1,drama
4617,ts53287,SHOW,2016,48,7,7539.0,"25,738","6,9","drama, history, war, documentation",genres.1,drama
4618,ts42043,SHOW,2016,25,"8,4",2586.0,"19,401",8,"drama, animation, comedy, romance",genres.1,drama
4619,tm138672,MOVIE,2016,88,"5,9",6029.0,"9,626","5,6","drama, romance, thriller, crime",genres.1,drama
4620,tm201222,MOVIE,2015,106,"5,8",4065.0,"17,025","6,3","drama, european, history, romance",genres.1,drama
4621,ts21979,SHOW,2015,58,"7,7",3635.0,"9,159",7,"drama, comedy, crime, european",genres.1,drama
4622,ts35359,SHOW,2015,27,"7,2",234.0,"13,453",,"drama, family, animation, european",genres.1,drama
4623,tm242755,MOVIE,2016,86,"5,5",3034.0,"7,766",6,"drama, family, comedy, music",genres.1,drama
4624,ts38761,SHOW,2016,69,"7,9",1769.0,"22,672","8,2","drama, fantasy, romance, comedy",genres.1,drama
4625,tm245911,MOVIE,2016,130,"6,5",3281.0,"9,711","6,5","drama, history, war, european",genres.1,drama
4626,tm208713,MOVIE,2015,130,"7,2",24676.0,"6,772","7,2","drama, action, crime, comedy",genres.1,drama
4627,tm267017,MOVIE,2016,98,"4,7",983.0,"3,857","4,5","drama, comedy, romance, european",genres.1,drama
4628,ts53543,SHOW,2016,18,"6,3",210.0,"10,889",8,"drama, comedy, fantasy, music",genres.1,drama
4629,tm234735,MOVIE,2015,98,6,399.0,"1,229","7,3","drama, animation, family, music",genres.1,drama
4630,ts58433,SHOW,2018,58,"8,6",226817.0,"36,217","8,1","drama, scifi, horror, thriller",genres.1,drama
4631,ts58367,SHOW,2018,45,"7,2",41822.0,"18,515","6,9","drama, thriller, crime, european",genres.1,drama
4632,ts55720,SHOW,2017,34,8,44751.0,"18,959","7,4","drama, comedy, sport, reality",genres.1,drama
4633,tm244191,MOVIE,2017,93,"6,8",21.0,"37,717","5,9","drama, documentation, war, thriller",genres.1,drama
4634,tm319818,MOVIE,2018,121,"6,9",69834.0,"19,359","6,8","drama, action, history, war",genres.1,drama
4635,tm310706,MOVIE,2018,96,"5,8",51781.0,"32,877",6,"drama, thriller, scifi, action",genres.1,drama
4636,tm307283,MOVIE,2017,105,"6,3",42722.0,"13,102","6,4","drama, thriller, horror, scifi",genres.1,drama
4637,tm244229,MOVIE,2018,132,"6,9",34009.0,"11,885","6,5","drama, crime, thriller, european",genres.1,drama
4638,ts78452,SHOW,2018,58,"6,4",6421.0,"18,022","6,6","drama, animation, fantasy, thriller",genres.1,drama
4639,tm298339,MOVIE,2017,95,7,13708.0,"11,599","7,1","drama, comedy, sport, european",genres.1,drama
4640,ts76417,SHOW,2017,52,8,10161.0,"10,905","7,8","drama, horror, thriller, european",genres.1,drama
4641,tm270999,MOVIE,2017,91,"6,2",2233.0,"6,538","6,5","drama, family, romance, comedy",genres.1,drama
4642,ts56993,SHOW,2017,28,"6,8",1873.0,"6,843","7,3","drama, comedy, crime, european",genres.1,drama
4643,ts56718,SHOW,2017,44,"7,8",17992.0,"121,756","7,5","drama, action, history, crime",genres.1,drama
4644,ts76603,SHOW,2017,28,"7,8",3596.0,"10,639","7,3","drama, scifi, thriller, fantasy",genres.1,drama
4645,ts55581,SHOW,2017,67,"7,1",2501.0,"15,138","7,3","drama, romance, comedy, fantasy",genres.1,drama
4646,ts75676,SHOW,2017,57,"7,3",1376.0,"21,568","6,3","drama, comedy, romance, european",genres.1,drama
4647,ts78291,SHOW,2018,60,"7,5",12453.0,"11,188","7,4","drama, thriller, action, crime",genres.1,drama
4648,ts80600,SHOW,2018,56,8,4556.0,"42,471",8,"drama, romance, history, music",genres.1,drama
4649,ts80208,SHOW,2018,90,"5,6",658.0,"11,013","6,7","drama, crime, thriller, action",genres.1,drama
4650,tm406098,MOVIE,2018,95,"5,9",4139.0,"13,146","6,4","drama, romance, music, european",genres.1,drama
4651,tm426569,MOVIE,2018,122,"7,5",9816.0,"8,054","7,4","drama, crime, history, european",genres.1,drama
4652,ts84780,SHOW,2018,45,"8,2",1898.0,"15,617","7,5","drama, thriller, action, crime",genres.1,drama
4653,tm334949,MOVIE,2018,89,"5,4",311.0,"1,86","4,3","drama, music, comedy, european",genres.1,drama
4654,ts85276,SHOW,2018,45,"7,6",1104.0,"10,234","8,5","drama, history, music, romance",genres.1,drama
4655,tm242765,MOVIE,2017,93,"5,5",1545.0,"9,966","6,6","drama, family, documentation, sport",genres.1,drama
4656,tm321628,MOVIE,2017,85,"5,5",3421.0,"13,684","6,1","drama, family, action, thriller",genres.1,drama
4657,tm283559,MOVIE,2017,121,"7,1",3690.0,"6,817","6,6","drama, comedy, romance, european",genres.1,drama
4658,ts55484,SHOW,2017,36,7,647.0,"12,756","8,4","drama, comedy, fantasy, romance",genres.1,drama
4659,tm349656,MOVIE,2017,95,"6,3",694.0,"3,782","6,4","drama, thriller, crime, european",genres.1,drama
4660,tm362121,MOVIE,2018,96,"5,9",2762.0,"9,709","5,6","drama, horror, thriller, european",genres.1,drama
4661,tm316923,MOVIE,2017,118,"7,6",511.0,"1,633","7,6","drama, family, history, european",genres.1,drama
4662,ts77219,SHOW,2017,40,"6,7",108.0,"5,068","8,5","drama, family, music, comedy",genres.1,drama
4663,tm319512,MOVIE,2017,102,"5,6",1750.0,"7,602","6,1","drama, music, romance, european",genres.1,drama
4664,tm445852,MOVIE,2018,106,"6,8",109.0,"1,755",10,"drama, romance, comedy, family",genres.1,drama
4665,tm493814,MOVIE,2017,92,"4,4",69.0,,,"drama, fantasy, scifi, action",genres.1,drama
4666,tm366227,MOVIE,2019,130,"7,4",261956.0,"24,948","7,1","drama, thriller, comedy, crime",genres.1,drama
4667,tm417392,MOVIE,2019,140,"7,3",119020.0,"23,761","7,2","drama, history, romance, war",genres.1,drama
4668,tm368699,MOVIE,2020,138,"7,1",122321.0,"31,57","7,3","drama, thriller, crime, horror",genres.1,drama
4669,tm244149,MOVIE,2019,209,"7,8",371209.0,"19,74","7,6","drama, crime, history, thriller",genres.1,drama
4670,tm832916,MOVIE,2020,118,"5,6",81513.0,"17,841","5,8","drama, scifi, thriller, fantasy",genres.1,drama
4671,ts221200,SHOW,2020,55,"7,3",96015.0,"28,261","7,8","drama, scifi, thriller, horror",genres.1,drama
4672,tm916405,MOVIE,2020,123,"6,8",31819.0,"20,829","6,9","drama, action, history, war",genres.1,drama
4673,tm983787,MOVIE,2020,96,"5,4",53131.0,"217,7","5,7","drama, thriller, action, crime",genres.1,drama
4674,tm428557,MOVIE,2019,96,"6,3",49391.0,"13,77",6,"drama, comedy, crime, history",genres.1,drama
4675,ts93611,SHOW,2020,41,"6,1",10854.0,"19,174","6,8","drama, fantasy, horror, scifi",genres.1,drama
4676,tm413660,MOVIE,2019,102,"5,4",54391.0,"17,631","5,5","drama, thriller, horror, scifi",genres.1,drama
4677,ts225718,SHOW,2020,46,"6,6",5512.0,"10,7","6,9","drama, fantasy, thriller, action",genres.1,drama
4678,ts81646,SHOW,2019,44,"6,4",8380.0,"14,065","6,9","drama, thriller, fantasy, horror",genres.1,drama
4679,ts89744,SHOW,2019,32,"7,9",30734.0,"73,548","8,3","drama, comedy, crime, romance",genres.1,drama
4680,ts268560,SHOW,2020,64,8,5552.0,"25,874","8,9","drama, action, fantasy, horror",genres.1,drama
4681,tm938793,MOVIE,2020,116,"6,6",2205.0,"5,917","6,9","drama, romance, history, music",genres.1,drama
4682,tm833638,MOVIE,2019,151,"6,3",2460.0,"9,833","6,6","drama, thriller, crime, horror",genres.1,drama
4683,ts321758,SHOW,2019,61,"8,2",7544.0,"23,382","8,5","drama, action, thriller, romance",genres.1,drama
4684,tm679284,MOVIE,2019,92,"5,5",17762.0,"22,498","6,5","drama, fantasy, romance, comedy",genres.1,drama
4685,tm497383,MOVIE,2020,118,"6,2",9619.0,"13,626","6,7","drama, history, romance, documentation",genres.1,drama
4686,ts218277,SHOW,2019,45,"7,3",1582.0,"14,627","7,6","drama, sport, thriller, crime",genres.1,drama
4687,tm861718,MOVIE,2020,97,"5,9",3243.0,"5,56","5,9","drama, thriller, action, crime",genres.1,drama
4688,ts110635,SHOW,2020,45,6,2883.0,"21,419","7,8","drama, fantasy, thriller, scifi",genres.1,drama
4689,ts103213,SHOW,2020,89,"5,9",1226.0,"4,891","7,5","drama, thriller, action, crime",genres.1,drama
4690,tm822596,MOVIE,2020,102,"5,3",1313.0,"6,735","6,4","drama, music, romance, european",genres.1,drama
4691,tm452867,MOVIE,2019,127,"6,3",2096.0,"8,14","6,1","drama, thriller, action, crime",genres.1,drama
4692,tm455197,MOVIE,2019,172,"7,2",30949.0,"6,459","6,9","drama, crime, action, romance",genres.1,drama
4693,tm925858,MOVIE,2020,115,"5,6",1544.0,"7,192",6,"drama, thriller, fantasy, action",genres.1,drama
4694,tm421560,MOVIE,2019,109,"5,9",1381.0,"10,018","6,5","drama, comedy, music, family",genres.1,drama
4695,ts89182,SHOW,2019,49,"6,5",128.0,"5,207","8,3","drama, comedy, horror, thriller",genres.1,drama
4696,tm822210,MOVIE,2019,102,"6,2",85.0,,,"drama, fantasy, romance, scifi",genres.1,drama
4697,tm859143,MOVIE,2020,132,7,17828.0,"1,825","7,6","drama, thriller, action, sport",genres.1,drama
4698,ts225708,SHOW,2020,21,"4,3",3074.0,"1,4",10,"drama, comedy, history, scifi",genres.1,drama
4699,tm830151,MOVIE,2020,121,"7,4",1116.0,"2,755","7,8","drama, family, music, documentation",genres.1,drama
4700,tm846630,MOVIE,2020,115,"6,3",189.0,"3,027","7,4","drama, sport, thriller, action",genres.1,drama
4701,tm1082564,MOVIE,2022,106,"6,7",156603.0,"919,599",7,"drama, action, comedy, scifi",genres.1,drama
4702,ts343430,SHOW,2022,41,"7,5",1196.0,"81,887","7,7","drama, thriller, crime, fantasy",genres.1,drama
4703,tm986168,MOVIE,2021,90,"6,3",113483.0,"46,903","6,4","drama, thriller, action, crime",genres.1,drama
4704,tm1185687,MOVIE,2022,100,"6,1",2122.0,"393,011","6,9","drama, action, crime, thriller",genres.1,drama
4705,ts286731,SHOW,2021,24,"7,8",4358.0,"344,515","7,6","drama, comedy, animation, romance",genres.1,drama
4706,ts314164,SHOW,2022,60,"7,7",603.0,"38,209","9,3","drama, action, comedy, fantasy",genres.1,drama
4707,ts310057,SHOW,2021,39,"7,5",16927.0,"62,186","7,2","drama, thriller, comedy, crime",genres.1,drama
4708,ts215989,SHOW,2021,43,"7,6",8176.0,"10,27",7,"drama, thriller, action, crime",genres.1,drama
4709,tm881587,MOVIE,2021,114,"7,1",464.0,"2,682","7,8","drama, comedy, romance, action",genres.1,drama
4710,tm1120509,MOVIE,2021,89,"3,9",482.0,"108,373","6,6","drama, sport, action, crime",genres.1,drama
4711,tm1029256,MOVIE,2021,106,7,10748.0,"62,323","6,8","drama, thriller, action, crime",genres.1,drama
4712,tm998726,MOVIE,2021,80,"4,7",7726.0,"102,084","5,9","drama, thriller, action, crime",genres.1,drama
4713,ts288472,SHOW,2021,69,"7,5",532.0,"6,048","8,2","drama, romance, thriller, fantasy",genres.1,drama
4714,ts288195,SHOW,2021,36,"7,7",18.0,"10,616","7,1","drama, fantasy, thriller, crime",genres.1,drama
4715,tm1179579,MOVIE,2022,104,"5,6",2325.0,"20,092","6,5","drama, family, romance, comedy",genres.1,drama
4716,tm1115392,MOVIE,2021,157,"7,9",10903.0,"3,932","7,3","drama, romance, horror, thriller",genres.1,drama
4717,tm1000037,MOVIE,2021,126,"5,4",889.0,"16,368","5,3","drama, thriller, european, romance",genres.1,drama
4718,tm867681,MOVIE,2021,135,7,25771.0,"13,416","6,3","drama, romance, thriller, crime",genres.1,drama
4719,ts289982,SHOW,2021,60,"5,9",281.0,"34,653",7,"drama, thriller, action, crime",genres.1,drama
4720,tm1165244,MOVIE,2022,108,"5,2",749.0,"31,864","5,3","drama, romance, sport, comedy",genres.1,drama
4721,tm155792,MOVIE,1990,93,"6,7",92647.0,"22,75","6,6","scifi, action, comedy, family",genres.1,scifi
4722,tm11556,MOVIE,1995,107,"6,5",92224.0,"17,543","6,5","western, thriller, action, romance",genres.1,western
4723,ts20960,SHOW,1993,22,"6,5",21949.0,"21,083","6,7","scifi, action, fantasy, family",genres.1,scifi
4724,tm1822,MOVIE,1994,93,"4,5",9208.0,"9,773","5,5","action, comedy, family, sport",genres.1,action
4725,tm8446,MOVIE,1991,88,6,55499.0,"16,459","6,1","scifi, action, comedy, family",genres.1,scifi
4726,tm21596,MOVIE,2000,112,"5,8",130099.0,"24,125","5,9","scifi, action, horror, thriller",genres.1,scifi
4727,tm191431,MOVIE,1997,93,"4,7",34127.0,"12,697","5,1","scifi, action, comedy, thriller",genres.1,scifi
4728,tm58893,MOVIE,1998,165,"5,5",7557.0,"6,309",6,"comedy, action, crime, thriller",genres.1,comedy
4729,tm42397,MOVIE,1999,131,"4,6",4230.0,"2,239","5,3","romance, action, comedy, fantasy",genres.1,romance
4730,tm92641,MOVIE,2010,148,"8,8",2268288.0,"109,09","8,4","scifi, music, thriller, action",genres.1,scifi
4731,tm29737,MOVIE,2008,92,7,228799.0,"58,435","6,6","thriller, action, war, european",genres.1,thriller
4732,tm137143,MOVIE,2003,109,"6,3",393998.0,"38,918","6,1","thriller, scifi, action, european",genres.1,thriller
4733,tm101249,MOVIE,2010,107,"5,5",87673.0,"10,863","5,6","comedy, thriller, action, crime",genres.1,comedy
4734,ts30356,SHOW,2010,15,"7,6",1049.0,"39,732","7,2","action, animation, comedy, family",genres.1,action
4735,tm89684,MOVIE,2004,87,"4,8",23307.0,"10,357","6,2","comedy, crime, family, romance",genres.1,comedy
4736,tm27268,MOVIE,2006,91,"6,6",114942.0,"47,456","6,6","fantasy, animation, comedy, family",genres.1,fantasy
4737,ts33559,SHOW,2007,7,8,25.0,"24,246","7,9","animation, comedy, family, european",genres.1,animation
4738,ts21421,SHOW,2005,11,"3,9",93.0,"21,257","7,1","animation, family, comedy, european",genres.1,animation
4739,ts23835,SHOW,2009,6,"7,6",3114.0,"41,69","6,9","comedy, family, action, animation",genres.1,comedy
4740,tm114476,MOVIE,2002,78,"5,5",53746.0,"32,09","5,7","comedy, fantasy, animation, family",genres.1,comedy
4741,ts20535,SHOW,2009,17,"5,3",2499.0,"19,716","5,3","animation, comedy, family, european",genres.1,animation
4742,tm80059,MOVIE,2007,94,"6,7",4016.0,"224,494","7,2","fantasy, animation, action, family",genres.1,fantasy
4743,tm80339,MOVIE,2004,82,"6,6",6759.0,"45,425","7,2","comedy, action, animation, fantasy",genres.1,comedy
4744,tm97544,MOVIE,2010,88,"5,1",14272.0,"16,15","5,8","animation, romance, comedy, family",genres.1,animation
4745,ts74928,SHOW,2009,44,"7,6",603.0,"2,496","7,3","documentation, history, war, european",genres.1,documentation
4746,ts74931,SHOW,2008,0,"7,2",55.0,,,"action, comedy, family, animation",genres.1,action
4747,tm95238,MOVIE,2010,97,"5,9",3264.0,"12,362","6,5","fantasy, horror, comedy, family",genres.1,fantasy
4748,tm30170,MOVIE,2006,178,"7,1",36836.0,"7,261","7,1","thriller, crime, action, european",genres.1,thriller
4749,tm89936,MOVIE,2004,114,"6,6",3813.0,"6,41","6,5","thriller, fantasy, action, comedy",genres.1,thriller
4750,tm89764,MOVIE,2004,88,"7,2",1826.0,"37,944","7,7","fantasy, action, comedy, animation",genres.1,fantasy
4751,tm138902,MOVIE,2003,99,"7,6",2206.0,"38,412","7,8","fantasy, thriller, animation, action",genres.1,fantasy
4752,ts23797,SHOW,2009,37,"7,6",302.0,"9,613","9,2","action, comedy, sport, crime",genres.1,action
4753,tm170758,MOVIE,2011,95,"5,4",33734.0,"12,008","5,7","comedy, fantasy, animation, family",genres.1,comedy
4754,tm72140,MOVIE,2012,131,"5,8",246008.0,"44,046","5,8","scifi, thriller, action, documentation",genres.1,scifi
4755,tm74848,MOVIE,2012,120,"6,2",252051.0,"76,648",6,"thriller, scifi, crime, action",genres.1,thriller
4756,ts20556,SHOW,2011,41,"4,5",28.0,"24,248","6,6","reality, romance, documentation, comedy",genres.1,reality
4757,tm168921,MOVIE,2011,103,"5,4",89316.0,"40,268","5,8","fantasy, comedy, family, animation",genres.1,fantasy
4758,tm183547,MOVIE,2012,89,"5,8",25639.0,"20,273","5,7","comedy, family, scifi, animation",genres.1,comedy
4759,ts33349,SHOW,2011,14,"5,8",125.0,"15,113","7,7","family, fantasy, animation, comedy",genres.1,family
