,id,type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,countries,Country_NR,Country
0,ts300399,SHOW,1945,48,,,"0,6",,US,production_countries.1,US
1,tm132164,MOVIE,1989,81,,,"3,245","7,5",US,production_countries.1,US
2,tm7135,MOVIE,1991,30,,,"1,08","7,5",US,production_countries.1,US
3,tm8687,MOVIE,1991,49,,,"2,545",6,US,production_countries.1,US
4,tm997728,MOVIE,2007,117,,,"0,055091",9,US,production_countries.1,US
5,tm195620,MOVIE,2001,196,,,"4,147341","9,8",US,production_countries.1,US
6,tm76428,MOVIE,2007,64,,,"20,424","6,1",US,production_countries.1,US
7,tm53999,MOVIE,2008,76,,,"18,986","5,8",US,production_countries.1,US
8,tm75022,MOVIE,2007,61,,,"6,223",7,US,production_countries.1,US
9,tm352863,MOVIE,2009,29,,,"2,047","3,4",US,production_countries.1,US
10,tm84348,MOVIE,2004,95,,,"6,132","5,4",US,production_countries.1,US
11,tm80487,MOVIE,2004,47,,,"3,355","4,6",US,production_countries.1,US
12,ts19384,SHOW,2006,225,,,"1,271","7,5",US,production_countries.1,US
13,tm404676,MOVIE,2006,82,,,"1,889","5,8",US,production_countries.1,US
14,tm176507,MOVIE,2011,85,,,"21,659","6,3",US,production_countries.1,US
15,tm178395,MOVIE,2011,88,,,"31,292","5,1",US,production_countries.1,US
16,tm238681,MOVIE,2012,23,,,"15,915","6,8",US,production_countries.1,US
17,tm67444,MOVIE,2012,77,,,"3,908","6,9",US,production_countries.1,US
18,tm177223,MOVIE,2013,100,,,"9,176","5,4",US,production_countries.1,US
19,tm139617,MOVIE,2014,26,,,"50,509","7,2",US,production_countries.1,US
20,tm180802,MOVIE,2013,20,,,"10,788","6,2",US,production_countries.1,US
21,tm182534,MOVIE,2013,34,,,"2,936","7,1",US,production_countries.1,US
22,tm360904,MOVIE,2013,60,,,"3,738","7,5",US,production_countries.1,US
23,tm140334,MOVIE,2014,94,,,"12,202",6,US,production_countries.1,US
24,tm137379,MOVIE,2014,3,,,"2,956",7,US,production_countries.1,US
25,tm458034,MOVIE,2014,25,,,"1,566","7,1",US,production_countries.1,US
26,tm132675,MOVIE,2014,44,,,"0,009441746",,US,production_countries.1,US
27,tm177376,MOVIE,2013,46,,,"1,4",,US,production_countries.1,US
28,tm235227,MOVIE,2015,34,,,"0,901","6,7",US,production_countries.1,US
29,tm240007,MOVIE,2016,100,,,"24,896","6,6",US,production_countries.1,US
30,tm229140,MOVIE,2015,59,,,"6,22","7,4",US,production_countries.1,US
31,tm266628,MOVIE,2016,24,,,"13,027","5,7",US,production_countries.1,US
32,tm243849,MOVIE,2016,24,,,"5,349","7,1",US,production_countries.1,US
33,tm199987,MOVIE,2015,83,,,"3,016","4,3",US,production_countries.1,US
34,tm242745,MOVIE,2016,39,,,"2,358","8,2",US,production_countries.1,US
35,tm860487,MOVIE,2016,44,,,"1,078","7,4",US,production_countries.1,US
36,tm839847,MOVIE,2017,17,,,"6,823","6,4",US,production_countries.1,US
37,tm376840,MOVIE,2018,40,,,"6,215","7,2",US,production_countries.1,US
38,tm325102,MOVIE,2017,23,,,"20,552","6,5",US,production_countries.1,US
39,tm362180,MOVIE,2017,31,,,"4,965","5,5",US,production_countries.1,US
40,ts58480,SHOW,2017,45,,,"2,288","6,4",US,production_countries.1,US
41,tm349752,MOVIE,2017,39,,,"7,442","7,1",US,production_countries.1,US
42,tm414595,MOVIE,2018,26,,,"6,085",8,US,production_countries.1,US
43,tm327219,MOVIE,2017,13,,,"2,676","7,5",US,production_countries.1,US
44,ts81827,SHOW,2018,24,,,"1,87",10,US,production_countries.1,US
45,tm374656,MOVIE,2018,10,,,"6,258","6,5",US,production_countries.1,US
46,tm429567,MOVIE,2018,33,,,"1,35","6,9",US,production_countries.1,US
47,tm435144,MOVIE,2018,23,,,"3,85","6,1",US,production_countries.1,US
48,tm443073,MOVIE,2018,35,,,"1,32","5,8",US,production_countries.1,US
49,ts78757,SHOW,2017,57,,,"0,6","8,5",US,production_countries.1,US
50,tm447263,MOVIE,2018,27,,,"2,821",6,US,production_countries.1,US
51,tm404610,MOVIE,2018,45,,,"1,982",6,US,production_countries.1,US
52,ts81828,SHOW,2018,23,,,"1,168",,US,production_countries.1,US
53,ts236619,SHOW,2018,3,,,"1,168",10,US,production_countries.1,US
54,tm364525,MOVIE,2017,50,,,"3,844","5,6",US,production_countries.1,US
55,ts90448,SHOW,2019,199,,,"1,96",10,US,production_countries.1,US
56,ts223548,SHOW,2020,25,,,"29,669","8,4",US,production_countries.1,US
57,tm836438,MOVIE,2019,90,,,"34,6","6,4",US,production_countries.1,US
58,tm877681,MOVIE,2020,95,,,"55,783","6,4",US,production_countries.1,US
59,ts255427,SHOW,2020,32,,,"32,283","8,1",US,production_countries.1,US
60,tm853953,MOVIE,2020,103,,,"16,143","6,4",US,production_countries.1,US
61,tm845512,MOVIE,2020,104,,,"19,692","5,6",US,production_countries.1,US
62,tm926004,MOVIE,2020,24,,,"46,316","6,9",US,production_countries.1,US
63,ts272134,SHOW,2020,24,,,"11,742","8,1",US,production_countries.1,US
64,ts227385,SHOW,2020,13,,,"34,608","7,6",US,production_countries.1,US
65,tm853396,MOVIE,2020,97,,,"48,702",7,US,production_countries.1,US
66,tm467579,MOVIE,2019,109,,,"16,247",6,US,production_countries.1,US
67,tm475836,MOVIE,2019,30,,,"7,367","6,2",US,production_countries.1,US
68,ts236033,SHOW,2020,35,,,"4,274","7,1",US,production_countries.1,US
69,tm858001,MOVIE,2020,98,,,"5,929","5,5",US,production_countries.1,US
70,ts251157,SHOW,2020,24,,,"34,615","8,3",US,production_countries.1,US
71,ts218803,SHOW,2019,47,,,"1,585","7,9",US,production_countries.1,US
72,ts225162,SHOW,2020,38,,,"4,42","7,6",US,production_countries.1,US
73,ts220248,SHOW,2019,48,,,"8,653","7,5",US,production_countries.1,US
74,tm978401,MOVIE,2019,86,,,"9,023","6,7",US,production_countries.1,US
75,ts223077,SHOW,2019,59,,,"2,864","7,4",US,production_countries.1,US
76,tm898169,MOVIE,2020,12,,,"14,24","7,8",US,production_countries.1,US
77,ts251420,SHOW,2020,30,,,"10,375","7,3",US,production_countries.1,US
78,tm917036,MOVIE,2020,39,,,"7,319","7,6",US,production_countries.1,US
79,ts254045,SHOW,2020,28,,,"14,93","7,5",US,production_countries.1,US
80,tm850862,MOVIE,2019,18,,,"6,985","7,1",US,production_countries.1,US
81,tm860965,MOVIE,2020,86,,,"5,528","7,4",US,production_countries.1,US
82,ts224794,SHOW,2020,25,,,"8,629","8,3",US,production_countries.1,US
83,tm897771,MOVIE,2020,97,,,"4,286","7,5",US,production_countries.1,US
84,ts256784,SHOW,2020,14,,,"8,503","7,8",US,production_countries.1,US
85,tm1147120,MOVIE,2020,10,,,"4,535","4,9",US,production_countries.1,US
86,tm846941,MOVIE,2020,16,,,"3,639","6,4",US,production_countries.1,US
87,tm898759,MOVIE,2020,89,,,"18,035","5,7",US,production_countries.1,US
88,tm889390,MOVIE,2020,85,,,"7,739","8,1",US,production_countries.1,US
89,tm835305,MOVIE,2019,51,,,"12,461",8,US,production_countries.1,US
90,tm845552,MOVIE,2020,90,,,"3,878","6,2",US,production_countries.1,US
91,ts237304,SHOW,2020,14,,,"6,118","8,7",US,production_countries.1,US
92,tm979689,MOVIE,2020,9,,,"10,171","6,5",US,production_countries.1,US
93,tm844497,MOVIE,2019,23,,,"6,995","7,6",US,production_countries.1,US
94,tm841410,MOVIE,2019,39,,,"3,289","6,8",US,production_countries.1,US
95,tm910040,MOVIE,2020,102,,,"3,234",4,US,production_countries.1,US
96,tm1096875,MOVIE,2020,31,,,"3,444","6,5",US,production_countries.1,US
97,tm461726,MOVIE,2019,21,,,"2,805","5,8",US,production_countries.1,US
98,tm456894,MOVIE,2019,50,,,"6,146","7,4",US,production_countries.1,US
99,tm980358,MOVIE,2020,92,,,"4,746","7,3",US,production_countries.1,US
100,tm845588,MOVIE,2019,44,,,"2,076",,US,production_countries.1,US
101,tm983091,MOVIE,2020,59,,,"2,102",6,US,production_countries.1,US
102,ts251783,SHOW,2020,13,,,"3,332","9,3",US,production_countries.1,US
103,tm840242,MOVIE,2019,63,,,"2,606","5,9",US,production_countries.1,US
104,tm918959,MOVIE,2020,20,,,"1,285","2,7",US,production_countries.1,US
105,tm831125,MOVIE,2019,10,,,"2,061","5,5",US,production_countries.1,US
106,tm890479,MOVIE,2020,17,,,"3,058","4,7",US,production_countries.1,US
107,tm472961,MOVIE,2019,36,,,"2,893","5,5",US,production_countries.1,US
108,tm945831,MOVIE,2020,44,,,"3,397","7,7",US,production_countries.1,US
109,tm896976,MOVIE,2020,23,,,"3,517",10,US,production_countries.1,US
110,ts223078,SHOW,2019,31,,,"3,026","7,1",US,production_countries.1,US
111,ts222838,SHOW,2019,0,,,"3,873","7,2",US,production_countries.1,US
112,ts342732,SHOW,2022,52,,,"6,666","8,1",US,production_countries.1,US
113,ts328625,SHOW,2022,29,,,"359,74","6,5",US,production_countries.1,US
114,tm1196288,MOVIE,2022,97,,,"48,759","6,1",US,production_countries.1,US
115,ts327074,SHOW,2022,0,,,"5,984",7,US,production_countries.1,US
116,ts346034,SHOW,2022,57,,,"25,964",,US,production_countries.1,US
117,tm1201670,MOVIE,2022,30,,,"20,664",,US,production_countries.1,US
118,tm1191860,MOVIE,2022,48,,,"5,85",5,US,production_countries.1,US
119,ts287532,SHOW,2021,47,,,"1,614",,US,production_countries.1,US
120,tm1187638,MOVIE,2022,60,,,"5,518","6,6",US,production_countries.1,US
121,ts321614,SHOW,2021,7,,,"4,343",7,US,production_countries.1,US
122,tm922706,MOVIE,2021,114,,,"65,826","7,3",US,production_countries.1,US
123,tm1020326,MOVIE,2021,114,,,"23,683",5,US,production_countries.1,US
124,ts346007,SHOW,2022,0,,,"24,798",6,US,production_countries.1,US
125,ts315144,SHOW,2022,0,,,"5,349","8,3",US,production_countries.1,US
126,tm1074621,MOVIE,2021,38,,,,,US,production_countries.1,US
127,ts297031,SHOW,2021,24,,,"8,626","8,3",US,production_countries.1,US
128,tm1142517,MOVIE,2021,59,,,"6,254","5,5",US,production_countries.1,US
129,tm1018418,MOVIE,2021,32,,,"10,613","7,4",US,production_countries.1,US
130,tm1031448,MOVIE,2021,60,,,"69,129","7,2",US,production_countries.1,US
131,tm1063034,MOVIE,2021,129,,,"4,305",7,US,production_countries.1,US
132,tm1075596,MOVIE,2021,58,,,"22,317","5,7",US,production_countries.1,US
133,tm1111717,MOVIE,2021,47,,,"143,79","6,9",US,production_countries.1,US
134,ts346656,SHOW,2022,32,,,"2,468",,US,production_countries.1,US
135,tm1074622,MOVIE,2021,34,,,"1,4",,US,production_countries.1,US
136,ts301964,SHOW,2021,25,,,"1,586",2,US,production_countries.1,US
137,tm1164320,MOVIE,2022,17,,,"3,181",7,US,production_countries.1,US
138,ts296581,SHOW,2021,40,,,"1,017",,US,production_countries.1,US
139,tm1039571,MOVIE,2021,32,,,"1,887","7,7",US,production_countries.1,US
140,tm990740,MOVIE,2021,33,,,"3,867","6,7",US,production_countries.1,US
141,tm1042277,MOVIE,2021,61,,,"4,951","8,7",US,production_countries.1,US
142,ts345779,SHOW,2022,22,,,"5,321",10,US,production_countries.1,US
143,tm1094060,MOVIE,2021,23,,,"3,688","7,7",US,production_countries.1,US
144,tm1074617,MOVIE,2021,35,,,,,US,production_countries.1,US
145,tm1035612,MOVIE,2021,37,,,"1,06",10,US,production_countries.1,US
146,tm144046,MOVIE,2014,86,"6,3",,"20,423","5,9",US,production_countries.1,US
147,tm826563,MOVIE,2019,93,"5,3",,"18,575","6,5",US,production_countries.1,US
148,tm984018,MOVIE,2020,8,"6,9",,"4,434",7,US,production_countries.1,US
149,tm1039147,MOVIE,2021,39,"5,3",,"6,782",7,US,production_countries.1,US
150,tm1096769,MOVIE,2021,40,"7,1",,"16,605","6,7",US,production_countries.1,US
151,tm1159301,MOVIE,2022,13,"6,5",,"71,392","6,4",US,production_countries.1,US
152,tm1119455,MOVIE,2021,34,"6,3",,"22,093","7,1",US,production_countries.1,US
153,tm84618,MOVIE,1976,113,"8,3",795222.0,"27,612","8,2",US,production_countries.1,US
154,tm190788,MOVIE,1973,133,"8,1",391942.0,"95,337","7,7",US,production_countries.1,US
155,tm14873,MOVIE,1971,102,"7,7",153463.0,"14,745","7,5",US,production_countries.1,US
156,tm185072,MOVIE,1964,170,"7,8",94121.0,"15,949","7,6",US,production_countries.1,US
157,tm98978,MOVIE,1980,104,"5,8",69053.0,"44,038","6,2",US,production_countries.1,US
158,tm119281,MOVIE,1967,110,"7,7",111189.0,"15,309","7,5",US,production_countries.1,US
159,tm67378,MOVIE,1966,117,"7,3",16168.0,"12,155","7,1",US,production_countries.1,US
160,tm69997,MOVIE,1979,78,"8,1",5141.0,"4,681","7,5",US,production_countries.1,US
161,tm96649,MOVIE,1980,99,"6,9",11329.0,"8,808","6,6",US,production_countries.1,US
162,tm16479,MOVIE,1954,115,"7,5",42373.0,"9,71","7,2",US,production_countries.1,US
163,tm14491,MOVIE,1968,68,"7,2",1117.0,"2,419","6,5",US,production_countries.1,US
164,tm156453,MOVIE,1972,97,"6,2",411.0,"2,466","6,1",US,production_countries.1,US
165,tm119776,MOVIE,1986,110,"6,9",329656.0,"112,137",7,US,production_countries.1,US
166,ts20681,SHOW,1989,24,"8,9",302700.0,"128,743","8,3",US,production_countries.1,US
167,tm111075,MOVIE,1986,89,"8,1",392790.0,"16,096","7,9",US,production_countries.1,US
168,tm138875,MOVIE,1989,96,"7,7",212913.0,"16,005","7,4",US,production_countries.1,US
169,tm54450,MOVIE,1983,90,"6,7",80945.0,"19,311","6,8",US,production_countries.1,US
170,tm2386,MOVIE,1984,91,"7,4",230543.0,"53,853","7,3",US,production_countries.1,US
171,ts22082,SHOW,1982,51,"6,9",33760.0,"44,378","7,5",US,production_countries.1,US
172,tm145608,MOVIE,1990,120,"7,8",137549.0,"13,761","7,8",US,production_countries.1,US
173,tm41289,MOVIE,1982,127,"6,6",44866.0,"15,857","6,5",US,production_countries.1,US
174,tm132694,MOVIE,1989,103,"6,5",102212.0,"32,854","6,6",US,production_countries.1,US
175,ts20678,SHOW,1989,23,"7,1",34854.0,"16,945",8,US,production_countries.1,US
176,tm117580,MOVIE,1986,84,"6,7",14277.0,"6,212","6,7",US,production_countries.1,US
177,tm20712,MOVIE,1987,93,"7,6",19646.0,"9,727","7,3",US,production_countries.1,US
178,tm130586,MOVIE,1981,116,"4,9",8374.0,"19,518","5,6",US,production_countries.1,US
179,ts25028,SHOW,1983,26,"6,7",3126.0,"1440,855","6,7",US,production_countries.1,US
180,ts23753,SHOW,1989,24,"6,4",2866.0,"7,506","6,3",US,production_countries.1,US
181,tm21953,MOVIE,1987,50,"7,2",651.0,"1,791","7,2",US,production_countries.1,US
182,tm152839,MOVIE,1990,30,6,353.0,"1,46","6,3",US,production_countries.1,US
183,tm114356,MOVIE,1988,100,6,901.0,"1,631","6,1",US,production_countries.1,US
184,tm147829,MOVIE,1990,100,6,448.0,"2,596","5,3",US,production_countries.1,US
185,tm38736,MOVIE,1988,100,"6,7",494.0,"1,291","6,9",US,production_countries.1,US
186,tm258072,MOVIE,1986,100,7,209.0,"2,203",7,US,production_countries.1,US
187,tm137013,MOVIE,1989,102,"7,2",857.0,"1,714","6,4",US,production_countries.1,US
188,tm157853,MOVIE,1990,94,"5,6",200.0,"2,768","4,9",US,production_countries.1,US
189,tm55091,MOVIE,1988,100,"7,1",144.0,"2,673",8,US,production_countries.1,US
190,tm24110,MOVIE,1987,100,"6,3",357.0,"2,564","6,8",US,production_countries.1,US
191,tm51083,MOVIE,1988,120,"5,8",380.0,"1,509","5,8",US,production_countries.1,US
192,ts63001,SHOW,1988,50,"3,8",6.0,"0,6",,US,production_countries.1,US
193,ts20981,SHOW,2000,48,"7,4",24368.0,"73,107","7,3",US,production_countries.1,US
194,tm122434,MOVIE,1994,142,"8,8",1994599.0,"57,114","8,5",US,production_countries.1,US
195,tm106462,MOVIE,1996,92,7,217534.0,"16,583","6,6",US,production_countries.1,US
196,tm57554,MOVIE,1998,169,"8,6",1346020.0,"54,874","8,2",US,production_countries.1,US
197,ts20927,SHOW,1993,47,"8,1",61145.0,"61,159","7,9",US,production_countries.1,US
198,ts5145,SHOW,1998,40,"7,8",3274.0,"15,699","7,6",US,production_countries.1,US
199,tm192405,MOVIE,1997,106,"7,8",298168.0,"18,355","7,6",US,production_countries.1,US
200,ts21567,SHOW,2000,46,"8,2",119054.0,"51,125","7,8",US,production_countries.1,US
201,tm55553,MOVIE,1998,120,"7,1",267181.0,"47,411","6,7",US,production_countries.1,US
202,tm56574,MOVIE,1998,119,"6,7",209258.0,"15,015","6,6",US,production_countries.1,US
203,tm192037,MOVIE,1997,129,"7,3",288960.0,"22,126",7,US,production_countries.1,US
204,tm191989,MOVIE,1997,127,"7,7",300073.0,"14,769","7,5",US,production_countries.1,US
205,ts20960,SHOW,1993,22,"6,5",21949.0,"21,083","6,7",US,production_countries.1,US
206,tm65686,MOVIE,1998,126,"6,5",103263.0,"28,657","6,5",US,production_countries.1,US
207,ts11397,SHOW,1993,22,"6,2",3808.0,"23,374","6,2",US,production_countries.1,US
208,tm54903,MOVIE,1998,108,"6,6",118811.0,"22,205","6,3",US,production_countries.1,US
209,tm187187,MOVIE,1993,130,"6,4",149290.0,"18,865","6,4",US,production_countries.1,US
210,tm191772,MOVIE,1997,136,"7,1",141308.0,"14,442","7,2",US,production_countries.1,US
211,tm121879,MOVIE,1992,123,"7,2",59086.0,"16,558","7,1",US,production_countries.1,US
212,tm53419,MOVIE,1999,162,"6,9",118479.0,"13,825","6,8",US,production_countries.1,US
213,tm189764,MOVIE,1993,97,"7,5",57399.0,"15,347","7,5",US,production_countries.1,US
214,tm9323,MOVIE,1995,104,"7,1",183638.0,"19,718","6,9",US,production_countries.1,US
215,tm46173,MOVIE,1998,136,"6,8",181306.0,"25,426","6,5",US,production_countries.1,US
216,tm24877,MOVIE,2000,93,"6,5",167670.0,"16,989","6,2",US,production_countries.1,US
217,tm187791,MOVIE,1993,128,"7,2",101939.0,"15,02",7,US,production_countries.1,US
218,tm19494,MOVIE,2000,118,"6,6",64087.0,"13,465","6,6",US,production_countries.1,US
219,tm113576,MOVIE,1994,115,"7,3",57621.0,"17,027","7,3",US,production_countries.1,US
220,tm6859,MOVIE,1991,103,"6,9",79800.0,"21,381","7,4",US,production_countries.1,US
221,tm191374,MOVIE,1997,101,"5,7",142696.0,"18,102","5,9",US,production_countries.1,US
222,ts8570,SHOW,1992,28,"3,8",9955.0,"46,955",5,US,production_countries.1,US
223,tm48430,MOVIE,1998,133,"5,4",191722.0,"38,87","5,6",US,production_countries.1,US
224,tm192199,MOVIE,1997,96,"5,2",67761.0,"15,124","5,3",US,production_countries.1,US
225,tm184205,MOVIE,1993,95,"5,6",60779.0,"24,079","5,8",US,production_countries.1,US
226,tm12499,MOVIE,1995,114,"5,9",66127.0,"11,838",6,US,production_countries.1,US
227,tm192431,MOVIE,1997,107,"6,2",64625.0,"11,387","6,1",US,production_countries.1,US
228,tm117488,MOVIE,1994,107,"4,5",30138.0,"20,882","5,3",US,production_countries.1,US
229,tm55732,MOVIE,1998,100,"4,7",73269.0,"17,756","5,3",US,production_countries.1,US
230,tm17721,MOVIE,2000,110,"6,5",25432.0,"11,459","6,1",US,production_countries.1,US
231,ts20939,SHOW,1996,21,"5,7",3713.0,"7,483","7,3",US,production_countries.1,US
232,ts21693,SHOW,1994,22,"6,2",12535.0,"12,029","7,6",US,production_countries.1,US
233,tm190811,MOVIE,1993,115,"6,5",11506.0,"10,551","6,3",US,production_countries.1,US
234,tm107659,MOVIE,1996,126,"6,6",19829.0,"8,391","6,7",US,production_countries.1,US
235,ts21581,SHOW,2000,21,"7,2",4482.0,"17,929","7,6",US,production_countries.1,US
236,tm7073,MOVIE,1991,91,"4,5",3178.0,"8,52","5,1",US,production_countries.1,US
237,tm63514,MOVIE,1998,87,"7,9",4247.0,"4,869","7,8",US,production_countries.1,US
238,ts20918,SHOW,1999,19,"6,8",2346.0,"9,733",8,US,production_countries.1,US
239,tm10811,MOVIE,1995,105,"6,8",4921.0,"5,31","6,8",US,production_countries.1,US
240,tm64817,MOVIE,1998,75,"7,9",5834.0,"5,834","7,6",US,production_countries.1,US
241,tm7951,MOVIE,1991,30,"5,9",195.0,"1,339",7,US,production_countries.1,US
242,tm424630,MOVIE,1991,100,"7,2",248.0,"3,255","5,1",US,production_countries.1,US
243,tm7810,MOVIE,1991,100,"5,5",341.0,"1,603",6,US,production_countries.1,US
244,tm21911,MOVIE,1991,72,"6,6",272.0,"1,37",6,US,production_countries.1,US
245,tm184224,MOVIE,1993,59,"7,8",166.0,"2,935","5,5",US,production_countries.1,US
246,tm104933,MOVIE,1996,56,"6,7",115.0,"2,328","5,8",US,production_countries.1,US
247,tm64729,MOVIE,1998,55,"6,2",65.0,"1,822","5,3",US,production_countries.1,US
248,ts4,SHOW,2008,48,"9,5",1727694.0,"337,419","8,8",US,production_countries.1,US
249,ts9,SHOW,2010,46,"8,2",945125.0,"773,19","8,1",US,production_countries.1,US
250,ts21469,SHOW,2005,49,"7,6",293618.0,"1215,393","8,3",US,production_countries.1,US
251,ts6495,SHOW,2005,44,"8,1",189191.0,"401,416","8,3",US,production_countries.1,US
252,ts22337,SHOW,2003,44,"7,8",141049.0,"254,207","7,6",US,production_countries.1,US
253,ts8308,SHOW,2009,23,"8,5",252564.0,"48,311",8,US,production_countries.1,US
254,ts21465,SHOW,2005,45,"8,5",428639.0,"406,666","8,3",US,production_countries.1,US
255,tm33545,MOVIE,2008,111,"7,1",280121.0,"18,358","6,5",US,production_countries.1,US
256,tm172683,MOVIE,2005,117,"6,5",439027.0,"38,657","6,5",US,production_countries.1,US
257,ts17156,SHOW,2003,28,"8,7",297552.0,"54,388","8,1",US,production_countries.1,US
258,ts12724,SHOW,2006,25,"8,3",121514.0,"34,689","7,4",US,production_countries.1,US
259,ts3371,SHOW,2005,24,"9,3",297336.0,"61,284","8,7",US,production_countries.1,US
260,tm102740,MOVIE,2010,107,"6,6",263019.0,"50,29","6,3",US,production_countries.1,US
261,tm87484,MOVIE,2010,98,"8,1",719717.0,"71,782","7,8",US,production_countries.1,US
262,ts20604,SHOW,2006,43,"8,7",64449.0,"32,434",8,US,production_countries.1,US
263,tm78592,MOVIE,2007,120,"7,2",163878.0,"11,418","6,7",US,production_countries.1,US
264,tm116324,MOVIE,2002,88,"6,6",92305.0,"30,13","6,3",US,production_countries.1,US
265,ts21247,SHOW,2009,42,"7,7",310776.0,"463,661","8,3",US,production_countries.1,US
266,tm78671,MOVIE,2007,88,"6,1",41052.0,"9,202",6,US,production_countries.1,US
267,tm89036,MOVIE,2004,88,7,193053.0,"15,067","6,5",US,production_countries.1,US
268,tm86803,MOVIE,2010,121,"7,8",681286.0,"33,023","7,3",US,production_countries.1,US
269,tm105329,MOVIE,2002,117,"7,7",263212.0,"17,73","7,4",US,production_countries.1,US
270,tm35463,MOVIE,2001,124,"7,5",255099.0,"19,789","7,4",US,production_countries.1,US
271,tm84371,MOVIE,2007,124,"7,2",329417.0,"42,882","7,1",US,production_countries.1,US
272,tm139658,MOVIE,2003,125,8,435503.0,"21,904","7,8",US,production_countries.1,US
273,tm131038,MOVIE,2009,143,7,297525.0,"111,535","6,7",US,production_countries.1,US
274,ts2230,SHOW,2003,44,"5,6",17843.0,"12,812","5,3",US,production_countries.1,US
275,ts17942,SHOW,2003,21,"8,8",62140.0,"13,557","8,1",US,production_countries.1,US
276,tm148270,MOVIE,2003,128,"6,7",120400.0,"15,068","6,6",US,production_countries.1,US
277,tm93055,MOVIE,2010,102,"5,9",247229.0,"95,229","6,3",US,production_countries.1,US
278,tm133374,MOVIE,2009,129,"7,6",323939.0,"63,816","7,7",US,production_countries.1,US
279,tm76066,MOVIE,2007,140,"8,1",611379.0,"15,658","7,8",US,production_countries.1,US
280,tm90190,MOVIE,2010,110,"7,6",333378.0,"16,059","7,3",US,production_countries.1,US
281,ts22018,SHOW,2007,26,"6,7",38281.0,"96,149",8,US,production_countries.1,US
282,ts30311,SHOW,2010,25,"6,9",24224.0,"76,049","8,2",US,production_countries.1,US
283,tm95252,MOVIE,2010,118,"6,8",312538.0,"25,45","6,8",US,production_countries.1,US
284,tm136808,MOVIE,2003,90,"7,3",240433.0,"16,442","7,2",US,production_countries.1,US
285,tm109137,MOVIE,2010,93,"6,3",200354.0,"89,833","6,3",US,production_countries.1,US
286,tm173551,MOVIE,2005,77,"7,3",265023.0,"96,975","7,5",US,production_countries.1,US
287,tm136308,MOVIE,2003,110,"7,3",149218.0,"16,951","7,2",US,production_countries.1,US
288,tm82985,MOVIE,2004,95,"5,8",47049.0,"13,29","5,5",US,production_countries.1,US
289,tm145593,MOVIE,2003,102,"6,3",160449.0,"14,895","6,3",US,production_countries.1,US
290,tm150260,MOVIE,2009,90,"6,9",226225.0,"54,58","6,6",US,production_countries.1,US
291,tm119111,MOVIE,2002,117,"6,7",214461.0,"50,32","6,5",US,production_countries.1,US
292,tm23935,MOVIE,2006,105,"6,8",148043.0,"15,36","6,9",US,production_countries.1,US
293,tm28905,MOVIE,2006,110,"6,2",67748.0,"12,377",6,US,production_countries.1,US
294,tm44486,MOVIE,2001,107,"6,5",36361.0,"12,634","6,3",US,production_countries.1,US
295,tm39487,MOVIE,2006,111,"5,9",26157.0,"9,67","5,9",US,production_countries.1,US
296,tm169949,MOVIE,2005,95,"6,7",106755.0,"12,741","6,9",US,production_countries.1,US
297,tm184913,MOVIE,2005,109,"6,8",144656.0,"28,154","6,7",US,production_countries.1,US
298,tm118637,MOVIE,2002,116,7,131999.0,"17,663","7,2",US,production_countries.1,US
299,tm58382,MOVIE,2001,89,"5,7",104604.0,"27,273","5,8",US,production_countries.1,US
300,tm40009,MOVIE,2008,123,"6,8",247039.0,"40,786","6,7",US,production_countries.1,US
301,tm22294,MOVIE,2006,93,5,27797.0,"13,817","5,5",US,production_countries.1,US
302,tm78067,MOVIE,2007,91,"6,5",26035.0,"13,823","6,6",US,production_countries.1,US
303,tm148379,MOVIE,2003,81,4,81971.0,"69,974","5,3",US,production_countries.1,US
304,tm57190,MOVIE,2001,87,"5,9",91584.0,"21,013","6,1",US,production_countries.1,US
305,tm89592,MOVIE,2004,106,"5,8",175210.0,"34,514","5,9",US,production_countries.1,US
306,tm79895,MOVIE,2007,109,6,118815.0,"30,617","6,2",US,production_countries.1,US
307,tm88045,MOVIE,2010,121,"5,4",49599.0,"11,864","5,3",US,production_countries.1,US
308,tm111600,MOVIE,2002,84,"5,1",58516.0,"11,061","5,5",US,production_countries.1,US
309,tm143938,MOVIE,2009,82,"5,1",104166.0,"51,108","5,6",US,production_countries.1,US
310,tm141390,MOVIE,2009,97,"5,5",105938.0,"42,83","5,8",US,production_countries.1,US
311,tm74780,MOVIE,2007,97,"7,4",242733.0,"19,365","7,2",US,production_countries.1,US
312,ts21544,SHOW,2010,22,"7,9",6500.0,"31,514",8,US,production_countries.1,US
313,tm102337,MOVIE,2010,95,"5,2",99192.0,"46,304","5,5",US,production_countries.1,US
314,tm47523,MOVIE,2001,95,"6,3",35711.0,"14,652","6,5",US,production_countries.1,US
315,tm24088,MOVIE,2006,83,"5,1",120188.0,"45,906","5,5",US,production_countries.1,US
316,tm137362,MOVIE,2003,98,"6,2",140741.0,"73,702","6,2",US,production_countries.1,US
317,tm177068,MOVIE,2005,90,"6,1",143998.0,"15,505","6,2",US,production_countries.1,US
318,tm90864,MOVIE,2010,95,"6,5",339626.0,"31,661","6,3",US,production_countries.1,US
319,tm101249,MOVIE,2010,107,"5,5",87673.0,"10,863","5,6",US,production_countries.1,US
