,id,type,release_year,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,countries,Country_NR,Country
1995,tm435836,MOVIE,2019,104,"6,8",635.0,"1,908","7,2",IN,production_countries.1,IN
1996,tm893510,MOVIE,2019,92,"5,3",832.0,"1,097",6,IN,production_countries.1,IN
1997,tm439365,MOVIE,2019,108,"4,5",418.0,"1,632","7,5",IN,production_countries.1,IN
1998,tm373655,MOVIE,2019,133,"7,6",1231.0,"2,003","7,2",IN,production_countries.1,IN
1999,tm464509,MOVIE,2019,119,"8,5",1750.0,"1,708","7,6",IN,production_countries.1,IN
2000,tm834715,MOVIE,2019,120,"8,4",3073.0,"2,234","8,3",IN,production_countries.1,IN
2001,tm814652,MOVIE,2019,131,"8,3",1036.0,"2,162","7,6",IN,production_countries.1,IN
2002,tm461427,MOVIE,2019,124,"5,8",273.0,"1,911",7,IN,production_countries.1,IN
2003,tm468811,MOVIE,2019,135,"7,4",543.0,"1,852","6,1",IN,production_countries.1,IN
2004,tm466854,MOVIE,2019,119,"7,1",880.0,"1,678","6,9",IN,production_countries.1,IN
2005,tm472999,MOVIE,2019,127,7,704.0,"1,634","9,3",IN,production_countries.1,IN
2006,tm469510,MOVIE,2019,82,"5,5",1968.0,"1,4",4,IN,production_countries.1,IN
2007,tm831196,MOVIE,2019,90,"6,4",1087.0,"1,817",5,IN,production_countries.1,IN
2008,tm818239,MOVIE,2019,128,"5,3",859.0,"1,632",5,IN,production_countries.1,IN
2009,tm675154,MOVIE,2019,136,"5,9",1036.0,"2,136","5,3",IN,production_countries.1,IN
2010,tm679270,MOVIE,2019,133,"7,2",404.0,"1,312",7,IN,production_countries.1,IN
2011,tm488551,MOVIE,2019,113,"4,7",44.0,"0,84",5,IN,production_countries.1,IN
2012,tm478962,MOVIE,2019,117,"6,6",166.0,"1,844",7,IN,production_countries.1,IN
2013,tm476593,MOVIE,2019,116,"6,4",104.0,"1,14",,IN,production_countries.1,IN
2014,tm882606,MOVIE,2019,102,"7,2",343.0,"1,952",6,IN,production_countries.1,IN
2015,tm811954,MOVIE,2019,128,"6,1",366.0,"0,782","5,5",IN,production_countries.1,IN
2016,tm460199,MOVIE,2019,140,"5,8",1513.0,"2,055","7,5",IN,production_countries.1,IN
2017,tm510525,MOVIE,2019,110,"5,1",137.0,"2,967",4,IN,production_countries.1,IN
2018,tm493556,MOVIE,2019,129,"6,2",64.0,"0,6",,IN,production_countries.1,IN
2019,tm816432,MOVIE,2019,137,"5,4",999.0,"2,651","5,3",IN,production_countries.1,IN
2020,tm461907,MOVIE,2019,113,"4,9",184.0,"1,479","6,1",IN,production_countries.1,IN
2021,tm463217,MOVIE,2019,108,"7,7",1189.0,"2,131",7,IN,production_countries.1,IN
2022,tm471802,MOVIE,2019,128,"7,4",45.0,"0,683","8,5",IN,production_countries.1,IN
2023,tm476496,MOVIE,2019,130,"7,8",195.0,"1,314",8,IN,production_countries.1,IN
2024,tm451502,MOVIE,2019,109,"2,6",398.0,"2,332","4,2",IN,production_countries.1,IN
2025,ts90621,SHOW,2019,42,"9,3",66985.0,"10,107","8,2",IN,production_countries.1,IN
2026,ts89028,SHOW,2019,27,"8,5",18732.0,"6,231","8,2",IN,production_countries.1,IN
2027,ts91034,SHOW,2019,46,"4,7",8796.0,"1,4",7,IN,production_countries.1,IN
2028,ts104483,SHOW,2019,50,"6,5",3788.0,"9,507","6,7",IN,production_countries.1,IN
2029,ts112733,SHOW,2019,45,"6,8",13210.0,"7,616","7,2",IN,production_countries.1,IN
2030,ts88608,SHOW,2019,38,"7,2",699.0,"1,4",9,IN,production_countries.1,IN
2031,ts18653,SHOW,2008,22,"4,1",822.0,3,"6,1",IN,production_countries.1,IN
2032,ts124246,SHOW,2010,20,"4,2",57.0,"1,484",,IN,production_countries.1,IN
2033,ts121189,SHOW,2014,29,9,327.0,"0,77",,IN,production_countries.1,IN
2034,ts122290,SHOW,2014,44,"8,2",247.0,"0,6",10,IN,production_countries.1,IN
2035,ts84398,SHOW,2016,25,"8,2",6461.0,"8,807","7,8",IN,production_countries.1,IN
2036,ts43258,SHOW,2015,43,"8,8",1295.0,"4,367","8,8",IN,production_countries.1,IN
2037,ts82268,SHOW,2018,46,8,6.0,"29,825","6,9",IN,production_countries.1,IN
2038,ts80959,SHOW,2018,50,"8,6",85088.0,"11,75","8,1",IN,production_countries.1,IN
2039,ts85822,SHOW,2018,25,"7,4",2176.0,"6,394","7,6",IN,production_countries.1,IN
2040,ts74765,SHOW,2017,0,"8,6",900.0,"2,385","7,7",IN,production_countries.1,IN
2041,ts229123,SHOW,2018,12,"3,5",91.0,"1,181",4,IN,production_countries.1,IN
2042,ts223659,SHOW,2020,29,"7,3",6165.0,"4,266","7,6",IN,production_countries.1,IN
2043,ts217356,SHOW,2020,47,"5,4",8884.0,"11,096","6,7",IN,production_countries.1,IN
2044,ts268758,SHOW,2020,32,"5,5",3712.0,"4,059","6,6",IN,production_countries.1,IN
2045,ts269073,SHOW,2020,32,"5,3",9666.0,"3,448","5,5",IN,production_countries.1,IN
2046,ts217389,SHOW,2020,31,"6,8",1746.0,"4,879",9,IN,production_countries.1,IN
2047,ts269844,SHOW,2020,118,"8,1",6628.0,"1,4","8,2",IN,production_countries.1,IN
2048,ts92405,SHOW,2020,32,"5,3",2673.0,"3,347",7,IN,production_countries.1,IN
2049,ts235916,SHOW,2020,17,"4,3",234.0,"0,946",8,IN,production_countries.1,IN
2050,ts289620,SHOW,2021,45,"7,4",9504.0,"12,606","7,6",IN,production_countries.1,IN
2051,ts283610,SHOW,2021,42,"6,4",1514.0,"11,091",6,IN,production_countries.1,IN
2052,ts320075,SHOW,2021,41,"7,9",7629.0,"5,317","7,7",IN,production_countries.1,IN
2053,ts257817,SHOW,2021,45,"7,4",6162.0,"3,005",,IN,production_countries.1,IN
2054,ts330012,SHOW,2022,23,"6,7",1302.0,"6,71","6,4",IN,production_countries.1,IN
2055,ts288540,SHOW,2021,59,"7,2",8668.0,"4,004","6,8",IN,production_countries.1,IN
2056,ts292446,SHOW,2021,22,"6,8",74.0,"0,913",,IN,production_countries.1,IN
2057,ts289757,SHOW,2021,52,"7,2",934.0,"2,376",7,IN,production_countries.1,IN
2058,ts283639,SHOW,2021,30,8,6379.0,"3,979","8,7",IN,production_countries.1,IN
2059,ts287729,SHOW,2021,51,"8,3",2323.0,"2,433",9,IN,production_countries.1,IN
2060,ts188367,SHOW,2021,49,"5,3",4841.0,"3,164","8,3",IN,production_countries.1,IN
2061,ts283284,SHOW,2021,34,"5,9",3470.0,"2,595","6,6",IN,production_countries.1,IN
2062,ts273317,SHOW,2021,37,"5,1",727.0,"1,4","5,5",IN,production_countries.1,IN
2063,tm356209,MOVIE,1960,158,"6,4",82.0,"1,611","6,3",IN,production_countries.1,IN
2064,tm71909,MOVIE,1966,120,"6,7",225.0,"2,047","6,3",IN,production_countries.1,IN
2065,tm94651,MOVIE,1980,161,"2,1",25.0,"3,46","4,9",IN,production_countries.1,IN
2066,tm75975,MOVIE,1969,152,"6,9",168.0,"1,788",7,IN,production_countries.1,IN
2067,tm107372,MOVIE,1974,162,"6,5",236.0,"1,22","5,3",IN,production_countries.1,IN
2068,tm344089,MOVIE,1971,153,"6,2",137.0,"0,732",7,IN,production_countries.1,IN
2069,tm358653,MOVIE,1959,142,"6,7",78.0,"0,998",6,IN,production_countries.1,IN
2070,tm10204,MOVIE,1962,163,"6,8",285.0,"1,9","5,8",IN,production_countries.1,IN
2071,tm403346,MOVIE,1976,135,"4,6",14.0,"1,24",6,IN,production_countries.1,IN
2072,tm16812,MOVIE,1978,141,"4,2",35.0,"1,097",6,IN,production_countries.1,IN
2073,tm336403,MOVIE,1973,131,"5,1",41.0,"1,08","3,8",IN,production_countries.1,IN
2074,tm159912,MOVIE,1990,174,"7,6",8902.0,"4,372","6,5",IN,production_countries.1,IN
2075,tm52815,MOVIE,1982,134,"6,5",1449.0,"3,042","5,3",IN,production_countries.1,IN
2076,tm157603,MOVIE,1990,172,"6,6",5273.0,"2,38","6,5",IN,production_countries.1,IN
2077,tm348735,MOVIE,1988,148,"5,1",92.0,"1,15",5,IN,production_countries.1,IN
2078,tm311264,MOVIE,1987,172,"4,8",68.0,"1,825",,IN,production_countries.1,IN
2079,tm172482,MOVIE,1984,160,"6,1",297.0,"2,002","5,8",IN,production_countries.1,IN
2080,tm342996,MOVIE,1984,170,"6,2",241.0,"1,476",,IN,production_countries.1,IN
2081,tm411457,MOVIE,1986,153,"6,1",65.0,"1,094",,IN,production_countries.1,IN
2082,tm371359,MOVIE,1986,159,"5,2",122.0,"3,243",5,IN,production_countries.1,IN
2083,tm446654,MOVIE,1989,162,"5,4",188.0,"2,744",6,IN,production_countries.1,IN
2084,tm419052,MOVIE,1983,151,"6,3",70.0,"0,892",7,IN,production_countries.1,IN
2085,tm67635,MOVIE,1998,185,"7,6",51640.0,"12,564","7,7",IN,production_countries.1,IN
2086,tm55100,MOVIE,1998,163,"7,5",28409.0,"6,381","6,8",IN,production_countries.1,IN
2087,tm204173,MOVIE,1993,153,"4,7",320.0,"1,082","4,7",IN,production_countries.1,IN
2088,tm8859,MOVIE,1995,153,4,1678.0,"2,566","4,8",IN,production_countries.1,IN
2089,tm12876,MOVIE,1995,141,"8,1",12512.0,"3,771","7,2",IN,production_countries.1,IN
2090,tm9898,MOVIE,1995,165,"7,6",3056.0,"5,577","6,9",IN,production_countries.1,IN
2091,tm326102,MOVIE,1998,160,"4,8",129.0,"1,221",6,IN,production_countries.1,IN
2092,tm12482,MOVIE,1995,172,"5,4",3901.0,"4,396",5,IN,production_countries.1,IN
2093,tm128925,MOVIE,1992,171,"6,5",6199.0,"5,065","6,6",IN,production_countries.1,IN
2094,tm52871,MOVIE,1998,156,"6,2",3025.0,"2,471","5,7",IN,production_countries.1,IN
2095,tm62385,MOVIE,1999,177,"6,2",8454.0,"4,91",6,IN,production_countries.1,IN
2096,tm184502,MOVIE,1994,158,"7,6",18224.0,"5,028","6,6",IN,production_countries.1,IN
2097,tm27601,MOVIE,2000,160,"6,1",7556.0,"6,39","6,6",IN,production_countries.1,IN
2098,tm47530,MOVIE,1998,175,"6,4",3567.0,"2,862","6,5",IN,production_countries.1,IN
2099,tm105716,MOVIE,1996,155,"5,5",2837.0,"2,947",7,IN,production_countries.1,IN
2100,tm117873,MOVIE,1994,206,"7,5",20986.0,"6,655","6,5",IN,production_countries.1,IN
2101,tm189773,MOVIE,1993,126,"5,4",2177.0,"5,307","5,5",IN,production_countries.1,IN
2102,tm58893,MOVIE,1998,165,"5,5",7557.0,"6,309",6,IN,production_countries.1,IN
2103,tm340430,MOVIE,1993,145,"6,6",351.0,"1,023",4,IN,production_countries.1,IN
2104,tm184326,MOVIE,1993,180,"7,8",3490.0,"3,444","7,3",IN,production_countries.1,IN
2105,tm110225,MOVIE,1996,172,"4,5",2322.0,"2,135","5,2",IN,production_countries.1,IN
2106,tm118438,MOVIE,1994,146,"6,6",6465.0,"3,143","7,1",IN,production_countries.1,IN
2107,tm62176,MOVIE,1999,174,"6,1",5413.0,"2,852","6,8",IN,production_countries.1,IN
2108,tm256669,MOVIE,1993,149,"6,1",784.0,"2,345","6,7",IN,production_countries.1,IN
2109,tm334788,MOVIE,1991,142,"4,5",198.0,"0,6",5,IN,production_countries.1,IN
2110,tm110160,MOVIE,1996,160,"7,9",2528.0,"3,988","7,4",IN,production_countries.1,IN
2111,tm192301,MOVIE,1997,145,"6,7",1212.0,"1,729","6,6",IN,production_countries.1,IN
2112,tm118256,MOVIE,1994,147,"3,6",142.0,"2,755",4,IN,production_countries.1,IN
2113,tm314602,MOVIE,1995,156,5,248.0,"2,741","7,5",IN,production_countries.1,IN
2114,tm25389,MOVIE,2000,170,6,4168.0,"3,297","6,3",IN,production_countries.1,IN
2115,tm42397,MOVIE,1999,131,"4,6",4230.0,"2,239","5,3",IN,production_countries.1,IN
2116,tm142564,MOVIE,2009,170,"8,4",385782.0,"49,398",8,IN,production_countries.1,IN
2117,tm43399,MOVIE,2001,224,"8,1",111053.0,"7,249","7,3",IN,production_countries.1,IN
2118,tm83786,MOVIE,2007,165,"8,3",188234.0,"12,931",8,IN,production_countries.1,IN
2119,tm36475,MOVIE,2001,210,"7,4",48818.0,"8,47","7,9",IN,production_countries.1,IN
2120,tm29269,MOVIE,2008,213,"7,5",32188.0,"7,96","7,4",IN,production_countries.1,IN
2121,tm73058,MOVIE,2007,162,"6,7",42597.0,"9,639",7,IN,production_countries.1,IN
2122,tm76835,MOVIE,2007,138,"7,9",51945.0,"10,991","7,4",IN,production_countries.1,IN
2123,tm176297,MOVIE,2005,172,"6,1",3507.0,"2,81","4,9",IN,production_countries.1,IN
2124,tm156575,MOVIE,2009,137,"6,3",11747.0,"7,659","6,5",IN,production_countries.1,IN
2125,tm61056,MOVIE,2001,183,"8,1",71167.0,"9,318",7,IN,production_countries.1,IN
2126,tm32915,MOVIE,2008,128,"4,4",604.0,"1,452",7,IN,production_countries.1,IN
2127,tm30170,MOVIE,2006,178,"7,1",36836.0,"7,261","7,1",IN,production_countries.1,IN
2128,tm37945,MOVIE,2008,144,"7,7",21963.0,"4,435","6,9",IN,production_countries.1,IN
2129,tm83175,MOVIE,2007,160,"6,9",21799.0,"9,285","6,5",IN,production_countries.1,IN
2130,tm22540,MOVIE,2006,155,"7,1",22505.0,"6,023","6,4",IN,production_countries.1,IN
2131,tm32885,MOVIE,2006,157,"8,1",118092.0,"8,761","7,2",IN,production_countries.1,IN
2132,tm170169,MOVIE,2005,127,"4,7",5309.0,"2,952","4,3",IN,production_countries.1,IN
2133,tm146887,MOVIE,2009,141,"6,1",7683.0,"3,091","5,8",IN,production_countries.1,IN
2134,tm144345,MOVIE,2003,186,"7,9",68028.0,"10,229","7,5",IN,production_countries.1,IN
2135,tm70222,MOVIE,2007,189,"7,5",19556.0,"5,544",7,IN,production_countries.1,IN
2136,tm92977,MOVIE,2010,115,"7,3",10415.0,"5,089","6,3",IN,production_countries.1,IN
2137,tm98975,MOVIE,2010,126,"7,4",18466.0,"7,257","7,4",IN,production_countries.1,IN
2138,tm43179,MOVIE,2008,126,"7,7",17411.0,"4,18","6,9",IN,production_countries.1,IN
2139,tm23441,MOVIE,2006,193,6,19797.0,"8,285","6,4",IN,production_countries.1,IN
2140,tm86051,MOVIE,2004,143,"8,4",20611.0,"7,425","7,4",IN,production_countries.1,IN
2141,tm23077,MOVIE,2006,175,"6,6",9793.0,"5,736","6,4",IN,production_countries.1,IN
2142,tm31335,MOVIE,2008,135,"5,1",7884.0,"3,325","4,9",IN,production_countries.1,IN
2143,tm165809,MOVIE,2005,137,"6,6",6313.0,"3,463","5,8",IN,production_countries.1,IN
2144,tm96168,MOVIE,2010,132,"7,4",17494.0,"4,19","6,6",IN,production_countries.1,IN
2145,tm72587,MOVIE,2007,166,"7,7",23541.0,"5,319","6,8",IN,production_countries.1,IN
2146,tm88366,MOVIE,2004,179,7,35142.0,"8,106","6,9",IN,production_countries.1,IN
2147,tm164389,MOVIE,2005,141,"6,3",13206.0,"5,94","6,3",IN,production_countries.1,IN
2148,tm77863,MOVIE,2007,118,"6,1",2609.0,"3,088","5,4",IN,production_countries.1,IN
2149,tm149209,MOVIE,2009,135,"7,4",17136.0,"5,741","6,8",IN,production_countries.1,IN
2150,tm39557,MOVIE,2008,155,"7,4",26738.0,"9,183","6,8",IN,production_countries.1,IN
2151,tm164591,MOVIE,2005,173,"7,4",4736.0,"2,43","6,3",IN,production_countries.1,IN
2152,tm106625,MOVIE,2010,108,"7,2",5645.0,"3,612","6,1",IN,production_countries.1,IN
2153,tm29731,MOVIE,2006,165,"6,9",10528.0,"4,791","6,1",IN,production_countries.1,IN
2154,tm80455,MOVIE,2007,137,"7,6",8043.0,"3,637","6,5",IN,production_countries.1,IN
2155,tm129971,MOVIE,2009,155,"7,1",10206.0,"3,986","6,6",IN,production_countries.1,IN
2156,tm103133,MOVIE,2010,135,"7,1",11944.0,"4,449","6,3",IN,production_countries.1,IN
2157,tm155761,MOVIE,2009,150,"6,3",14380.0,"5,874","6,1",IN,production_countries.1,IN
2158,tm75544,MOVIE,2007,167,5,2603.0,"4,743","5,3",IN,production_countries.1,IN
2159,tm93004,MOVIE,2004,161,"7,3",8878.0,"3,804","6,4",IN,production_countries.1,IN
2160,tm78790,MOVIE,2007,131,"7,1",21745.0,"6,895","6,2",IN,production_countries.1,IN
2161,tm44530,MOVIE,2008,167,"6,9",12468.0,"5,145","6,3",IN,production_countries.1,IN
2162,tm102848,MOVIE,2010,104,"7,4",12265.0,"3,725","7,3",IN,production_countries.1,IN
2163,tm96595,MOVIE,2004,186,"7,8",23076.0,"5,649","6,6",IN,production_countries.1,IN
2164,tm97982,MOVIE,2010,146,"7,5",5551.0,"1,813","6,4",IN,production_countries.1,IN
2165,tm27484,MOVIE,2008,153,"5,3",5588.0,"5,272","4,9",IN,production_countries.1,IN
2166,tm145243,MOVIE,2009,138,"7,6",30818.0,"5,773","7,1",IN,production_countries.1,IN
2167,tm77348,MOVIE,2007,124,"7,4",11934.0,"4,304","6,4",IN,production_countries.1,IN
2168,tm111226,MOVIE,2002,169,"6,2",8309.0,"5,361","5,5",IN,production_countries.1,IN
2169,tm152724,MOVIE,2009,161,"5,7",5121.0,"2,969","4,6",IN,production_countries.1,IN
2170,tm33729,MOVIE,2006,116,"7,2",9897.0,"4,558","6,4",IN,production_countries.1,IN
2171,tm129763,MOVIE,2003,160,"8,7",20595.0,"5,861","7,5",IN,production_countries.1,IN
2172,tm130301,MOVIE,2003,157,"7,8",17029.0,"3,218","6,3",IN,production_countries.1,IN
2173,tm141117,MOVIE,2003,175,"6,5",15379.0,"9,044","6,2",IN,production_countries.1,IN
2174,tm35652,MOVIE,2008,119,"7,7",6309.0,"2,442","6,9",IN,production_countries.1,IN
2175,tm49865,MOVIE,2008,99,"7,6",11241.0,"4,538","6,9",IN,production_countries.1,IN
2176,tm134140,MOVIE,2003,145,"6,1",4203.0,"1,569","5,8",IN,production_countries.1,IN
2177,tm114504,MOVIE,2002,155,"8,1",16225.0,"4,417","6,9",IN,production_countries.1,IN
2178,tm33067,MOVIE,2008,161,"6,9",63.0,"5,615","6,1",IN,production_countries.1,IN
2179,tm103732,MOVIE,2010,138,"8,1",44556.0,"6,118","7,3",IN,production_countries.1,IN
2180,tm98475,MOVIE,2010,115,"5,6",3140.0,"1,721","5,9",IN,production_countries.1,IN
2181,tm101609,MOVIE,2010,167,"7,1",17555.0,"4,779","6,2",IN,production_countries.1,IN
2182,tm112235,MOVIE,2002,137,"8,4",8376.0,"3,108","7,3",IN,production_countries.1,IN
2183,tm101540,MOVIE,2010,144,"7,2",1876.0,"1,267","5,3",IN,production_countries.1,IN
2184,tm134407,MOVIE,2009,144,"7,9",30389.0,"5,614","6,9",IN,production_countries.1,IN
2185,tm144263,MOVIE,2009,117,"5,2",406.0,"1,87",5,IN,production_countries.1,IN
2186,tm85689,MOVIE,2004,124,"5,1",1153.0,"2,405","5,5",IN,production_countries.1,IN
2187,tm368679,MOVIE,2004,141,"8,4",373.0,"1,951",7,IN,production_countries.1,IN
2188,tm91323,MOVIE,2010,129,"5,6",7994.0,"6,08","5,9",IN,production_countries.1,IN
2189,tm36636,MOVIE,2008,130,"5,5",1115.0,"2,021","5,7",IN,production_countries.1,IN
2190,tm52176,MOVIE,2008,134,"6,9",3239.0,"1,439","5,6",IN,production_countries.1,IN
2191,tm178555,MOVIE,2010,88,8,4166.0,"3,187","7,2",IN,production_countries.1,IN
2192,tm42831,MOVIE,2001,149,"5,3",2196.0,"2,66","5,4",IN,production_countries.1,IN
2193,tm254052,MOVIE,2003,142,"4,3",909.0,"2,573","4,3",IN,production_countries.1,IN
2194,tm166293,MOVIE,2005,90,"7,3",2077.0,"1,909","6,3",IN,production_countries.1,IN
2195,tm99450,MOVIE,2010,120,"5,2",4227.0,"3,898","5,8",IN,production_countries.1,IN
2196,tm154375,MOVIE,2009,115,"3,5",3148.0,"3,923","3,9",IN,production_countries.1,IN
2197,tm97325,MOVIE,2010,127,"5,6",522.0,"1,772","5,5",IN,production_countries.1,IN
2198,tm95507,MOVIE,2010,121,"4,8",2968.0,"2,548","5,3",IN,production_countries.1,IN
2199,tm154802,MOVIE,2009,98,"2,9",674.0,"2,075","4,1",IN,production_countries.1,IN
2200,tm46867,MOVIE,2008,160,"4,8",1000.0,"1,91","6,3",IN,production_countries.1,IN
2201,tm84316,MOVIE,2007,145,"7,1",10139.0,"5,821","6,5",IN,production_countries.1,IN
2202,tm130999,MOVIE,2009,135,"5,6",812.0,"1,782","4,5",IN,production_countries.1,IN
2203,tm85369,MOVIE,2007,110,"4,3",493.0,"1,291",5,IN,production_countries.1,IN
2204,tm143510,MOVIE,2009,96,"8,4",2464.0,"1,762",7,IN,production_countries.1,IN
2205,tm311516,MOVIE,2005,142,"5,5",261.0,"1,917","7,3",IN,production_countries.1,IN
2206,tm148041,MOVIE,2009,192,"4,8",2718.0,"2,94","4,9",IN,production_countries.1,IN
2207,tm57586,MOVIE,2008,125,"3,4",1156.0,"2,012","3,3",IN,production_countries.1,IN
2208,tm91125,MOVIE,2004,122,"5,4",2608.0,"2,821","5,3",IN,production_countries.1,IN
2209,tm142153,MOVIE,2009,100,"5,5",302.0,"2,167","6,3",IN,production_countries.1,IN
2210,tm88343,MOVIE,2004,148,"6,4",1496.0,"2,778","6,6",IN,production_countries.1,IN
2211,tm598375,MOVIE,2008,69,"6,4",310.0,"1,229","6,8",IN,production_countries.1,IN
2212,tm628693,MOVIE,2009,121,"6,5",203.0,"1,4","6,3",IN,production_countries.1,IN
2213,tm182125,MOVIE,2011,166,"8,1",75801.0,"9,707","7,5",IN,production_countries.1,IN
2214,tm164353,MOVIE,2011,143,"6,8",16473.0,"7,268","6,7",IN,production_countries.1,IN
2215,tm68436,MOVIE,2012,151,"8,1",80643.0,"9,311","7,5",IN,production_countries.1,IN
2216,tm177258,MOVIE,2011,102,"7,6",29578.0,"5,908",7,IN,production_countries.1,IN
2217,tm177958,MOVIE,2011,149,"7,7",21204.0,"5,152",7,IN,production_countries.1,IN
2218,tm178106,MOVIE,2011,140,"7,5",7686.0,"4,453",7,IN,production_countries.1,IN
2219,tm175909,MOVIE,2011,144,"6,6",9522.0,"4,903","6,2",IN,production_countries.1,IN
2220,tm74031,MOVIE,2012,137,5,3885.0,"3,402","5,1",IN,production_countries.1,IN
2221,tm57610,MOVIE,2012,149,"7,3",41752.0,"9,306","6,8",IN,production_countries.1,IN
2222,tm59289,MOVIE,2012,143,"5,9",22243.0,"6,366",6,IN,production_countries.1,IN
2223,tm47171,MOVIE,2012,125,"8,1",57449.0,"7,489","7,3",IN,production_countries.1,IN
2224,tm174518,MOVIE,2011,134,"4,6",25592.0,"7,043","5,3",IN,production_countries.1,IN
2225,tm180532,MOVIE,2011,126,"7,3",8414.0,"2,735","6,4",IN,production_countries.1,IN
2226,tm35700,MOVIE,2012,135,"8,2",35888.0,"5,204","7,4",IN,production_countries.1,IN
2227,tm172883,MOVIE,2011,135,"5,2",2316.0,"3,996","5,1",IN,production_countries.1,IN
2228,tm71992,MOVIE,2012,130,"6,9",2165.0,"3,149","6,5",IN,production_countries.1,IN
2229,tm59372,MOVIE,2012,96,"6,7",14.0,"3,895","6,1",IN,production_countries.1,IN
2230,tm54371,MOVIE,2012,162,"5,1",1176.0,"3,43",5,IN,production_countries.1,IN
2231,tm38013,MOVIE,2012,165,"4,2",4490.0,"7,419","5,2",IN,production_countries.1,IN
2232,tm39606,MOVIE,2012,126,"5,8",4359.0,"2,419","6,2",IN,production_countries.1,IN
2233,tm66725,MOVIE,2012,149,"6,9",1342.0,"2,858","6,5",IN,production_countries.1,IN
2234,tm159593,MOVIE,2011,136,"7,2",11665.0,"4,115","6,7",IN,production_countries.1,IN
2235,tm34746,MOVIE,2012,140,"6,6",3905.0,"2,236","6,3",IN,production_countries.1,IN
2236,tm167241,MOVIE,2011,93,"5,1",2617.0,"4,18","3,8",IN,production_countries.1,IN
2237,tm179451,MOVIE,2011,148,"6,2",5919.0,"5,396","6,3",IN,production_countries.1,IN
2238,tm30278,MOVIE,2012,150,6,2433.0,"2,302","6,7",IN,production_countries.1,IN
2239,tm48239,MOVIE,2012,110,"5,8",6754.0,"3,478","5,5",IN,production_countries.1,IN
2240,tm166810,MOVIE,2011,97,"5,3",167.0,"1,322","5,5",IN,production_countries.1,IN
2241,tm172353,MOVIE,2011,118,"5,6",2884.0,"5,686","5,2",IN,production_countries.1,IN
2242,tm169053,MOVIE,2011,107,"7,2",3708.0,"2,081","6,4",IN,production_countries.1,IN
2243,tm166740,MOVIE,2011,66,9,5.0,"0,963","5,1",IN,production_countries.1,IN
2244,tm34142,MOVIE,2012,141,"3,2",1049.0,"3,184",6,IN,production_countries.1,IN
2245,tm44615,MOVIE,2012,140,"6,4",5411.0,"4,247","6,2",IN,production_countries.1,IN
2246,tm182026,MOVIE,2011,109,"3,9",407.0,"1,48","6,8",IN,production_countries.1,IN
2247,tm529723,MOVIE,2012,63,"7,5",16.0,,,IN,production_countries.1,IN
2248,tm70652,MOVIE,2012,167,"6,1",2034.0,"1,635","5,5",IN,production_countries.1,IN
2249,tm42306,MOVIE,2012,146,"4,3",1871.0,"2,265","5,1",IN,production_countries.1,IN
2250,tm53360,MOVIE,2012,110,"5,1",1533.0,"29,476","6,1",IN,production_countries.1,IN
2251,tm69915,MOVIE,2012,140,5,4312.0,"5,202",5,IN,production_countries.1,IN
2252,tm339197,MOVIE,2012,65,"7,8",12.0,"0,893",,IN,production_countries.1,IN
2253,tm481620,MOVIE,2012,68,8,53.0,"1,245",8,IN,production_countries.1,IN
2254,tm57256,MOVIE,2012,150,"3,8",278.0,"2,517","4,4",IN,production_countries.1,IN
2255,tm165932,MOVIE,2011,134,"6,3",292.0,"1,005","6,3",IN,production_countries.1,IN
2256,tm235979,MOVIE,2011,115,"5,3",391.0,"1,004",5,IN,production_countries.1,IN
2257,tm147913,MOVIE,2014,153,"8,2",178012.0,"9,887","7,7",IN,production_countries.1,IN
2258,tm176481,MOVIE,2013,141,"6,1",53293.0,"9,481","6,6",IN,production_countries.1,IN
2259,tm148910,MOVIE,2014,150,"8,1",54001.0,"8,213","7,1",IN,production_countries.1,IN
2260,tm143363,MOVIE,2014,149,"6,9",25344.0,"6,973","6,6",IN,production_countries.1,IN
2261,tm158980,MOVIE,2014,130,"6,5",8330.0,"5,228","6,8",IN,production_countries.1,IN
2262,tm155291,MOVIE,2014,133,"7,6",28370.0,"8,364","7,2",IN,production_countries.1,IN
2263,tm156811,MOVIE,2014,146,"8,2",64805.0,"9,152","7,4",IN,production_countries.1,IN
2264,tm186054,MOVIE,2013,136,"6,3",6898.0,"3,278","6,1",IN,production_countries.1,IN
2265,tm178513,MOVIE,2013,127,"6,6",5372.0,"4,856","6,5",IN,production_countries.1,IN
2266,tm182322,MOVIE,2013,126,"7,8",36512.0,"5,636","6,9",IN,production_countries.1,IN
2267,tm142630,MOVIE,2014,120,"3,9",2870.0,"3,524","4,3",IN,production_countries.1,IN
2268,tm185797,MOVIE,2013,137,"6,9",11656.0,"2,509","6,8",IN,production_countries.1,IN
2269,tm154729,MOVIE,2014,152,7,7179.0,"3,05","6,5",IN,production_countries.1,IN
2270,tm148457,MOVIE,2014,141,"6,8",14916.0,"6,095","6,7",IN,production_countries.1,IN
2271,tm145627,MOVIE,2014,107,"6,2",1285.0,"1,445","4,6",IN,production_countries.1,IN
2272,tm158302,MOVIE,2014,104,8,11330.0,"4,595","6,9",IN,production_countries.1,IN
2273,tm186161,MOVIE,2013,143,"5,3",11059.0,"4,795","5,7",IN,production_countries.1,IN
