id;type;release_year;runtime;genres;genres.1;genres.2;genres.3;genres.4;genres.5;genres.6;genres.7;genres.8;genres.9;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
tm1143058;MOVIE;2022;179;drama, crime;drama;crime;;;;;;;;6;2152;33,992;6,7
tm1017664;MOVIE;2021;91;drama, sport;drama;sport;;;;;;;;6,1;4296;15,047;6,5
tm1022912;MOVIE;2021;151;drama, thriller;drama;thriller;;;;;;;;6,5;2672;2,124;6,6
ts257873;SHOW;2021;0;drama, family;drama;family;;;;;;;;6,2;789;10,559;7,9
ts287729;SHOW;2021;51;drama, documentation;drama;documentation;;;;;;;;8,3;2323;2,433;9
tm1064988;MOVIE;2021;102;drama, sport;drama;sport;;;;;;;;6,6;792;3,35;7,4
tm994923;MOVIE;2021;122;drama, history;drama;history;;;;;;;;6,1;79;16,012;7,8
ts285422;SHOW;2021;41;drama, thriller;drama;thriller;;;;;;;;8;1565;1,4;7
tm886193;MOVIE;2021;144;drama, action;drama;action;;;;;;;;3,4;777;2,434;5
tm987730;MOVIE;2021;95;drama, family;drama;family;;;;;;;;6,2;2888;4,288;7
ts30313;SHOW;2010;44;drama, comedy;drama;comedy;;;;;;;;8,3;4764;8,297;7
ts23752;SHOW;2009;27;drama, comedy;drama;comedy;;;;;;;;8,6;2110;15,027;7,8
ts67595;SHOW;2001;0;drama, comedy;drama;comedy;;;;;;;;7,5;303;46,411;7,8
ts20660;SHOW;2011;54;drama, comedy;drama;comedy;;;;;;;;8,6;230243;175,426;8,1
ts39093;SHOW;2012;22;drama, comedy;drama;comedy;;;;;;;;6,8;2723;12,763;7
ts32460;SHOW;2011;43;drama, comedy;drama;comedy;;;;;;;;7,1;108;9,281;1
ts69208;SHOW;2012;45;drama, comedy;drama;comedy;;;;;;;;7,6;116;1,96;6,5
ts21367;SHOW;2014;42;drama, comedy;drama;comedy;;;;;;;;7,8;46286;120,677;7,9
ts20781;SHOW;2014;73;drama, comedy;drama;comedy;;;;;;;;8,6;1883;10,121;9,1
ts37971;SHOW;2015;32;drama, comedy;drama;comedy;;;;;;;;8,3;72341;21,734;7,6
ts41963;SHOW;2016;30;drama, comedy;drama;comedy;;;;;;;;6,9;13569;32,563;6,2
ts52943;SHOW;2016;24;drama, comedy;drama;comedy;;;;;;;;8,2;1075;6,178;8,3
ts38772;SHOW;2016;70;drama, comedy;drama;comedy;;;;;;;;8,2;355;4,472;7,8
ts84542;SHOW;2016;13;drama, comedy;drama;comedy;;;;;;;;4,1;21;2,159;10
ts82849;SHOW;2018;26;drama, comedy;drama;comedy;;;;;;;;8,2;38232;16,555;7,6
ts78080;SHOW;2018;24;drama, comedy;drama;comedy;;;;;;;;7,5;18023;24,964;7,6
ts57464;SHOW;2018;42;drama, comedy;drama;comedy;;;;;;;;6,4;3855;8,064;6,5
ts76313;SHOW;2017;36;drama, comedy;drama;comedy;;;;;;;;7,5;1729;2,17;8,6
ts81757;SHOW;2018;31;drama, comedy;drama;comedy;;;;;;;;7,6;7722;39,666;7,8
ts75012;SHOW;2017;30;drama, comedy;drama;comedy;;;;;;;;7,6;1794;6,757;6,8
ts82564;SHOW;2018;42;drama, comedy;drama;comedy;;;;;;;;6,8;77;1,289;5
ts75320;SHOW;2017;89;drama, comedy;drama;comedy;;;;;;;;7,9;314;1,684;6,6
ts86497;SHOW;2019;28;drama, comedy;drama;comedy;;;;;;;;7,8;88945;31,225;7,6
ts82915;SHOW;2019;52;drama, comedy;drama;comedy;;;;;;;;8,3;251168;309,755;8,4
ts235758;SHOW;2020;28;drama, comedy;drama;comedy;;;;;;;;7,8;45346;72,067;8,2
ts286390;SHOW;2019;48;drama, comedy;drama;comedy;;;;;;;;7,6;1711;98,052;8,4
ts216493;SHOW;2019;51;drama, comedy;drama;comedy;;;;;;;;7,7;6052;36,331;7,5
ts90621;SHOW;2019;42;drama, comedy;drama;comedy;;;;;;;;9,3;66985;10,107;8,2
ts87320;SHOW;2019;22;drama, comedy;drama;comedy;;;;;;;;7,6;688;7,985;8,8
ts243256;SHOW;2020;20;drama, comedy;drama;comedy;;;;;;;;5,7;651;12,324;6,8
ts269740;SHOW;2020;50;drama, comedy;drama;comedy;;;;;;;;6,1;488;2,1;10
ts90466;SHOW;2019;23;drama, comedy;drama;comedy;;;;;;;;5,7;6;3,24;8,3
ts223537;SHOW;2021;54;drama, comedy;drama;comedy;;;;;;;;8,4;74955;0,6;7,9
ts279892;SHOW;2021;54;drama, comedy;drama;comedy;;;;;;;;7,4;44573;86,555;8,1
ts225645;SHOW;2021;30;drama, comedy;drama;comedy;;;;;;;;7,2;15894;1,4;7,1
ts313781;SHOW;2021;47;drama, comedy;drama;comedy;;;;;;;;7,9;7810;7,232;7,2
ts257345;SHOW;2022;51;drama, comedy;drama;comedy;;;;;;;;7,2;3634;5,624;7,6
ts257817;SHOW;2021;45;drama, comedy;drama;comedy;;;;;;;;7,4;6162;3,005;
ts226392;SHOW;2021;44;drama, comedy;drama;comedy;;;;;;;;6,5;4907;15,189;7,6
ts288861;SHOW;2021;60;drama, comedy;drama;comedy;;;;;;;;8,2;5;1,07;
ts288544;SHOW;2021;25;drama, comedy;drama;comedy;;;;;;;;6,6;23;0,84;
tm110160;MOVIE;1996;160;drama, comedy;drama;comedy;;;;;;;;7,9;2528;3,988;7,4
tm90864;MOVIE;2010;95;drama, comedy;drama;comedy;;;;;;;;6,5;339626;31,661;6,3
tm156575;MOVIE;2009;137;drama, comedy;drama;comedy;;;;;;;;6,3;11747;7,659;6,5
tm81461;MOVIE;2004;99;drama, comedy;drama;comedy;;;;;;;;7,1;6249;3,728;6,8
tm146887;MOVIE;2009;141;drama, comedy;drama;comedy;;;;;;;;6,1;7683;3,091;5,8
tm102848;MOVIE;2010;104;drama, comedy;drama;comedy;;;;;;;;7,4;12265;3,725;7,3
tm346951;MOVIE;2006;95;drama, comedy;drama;comedy;;;;;;;;2,9;315;0,895;2
tm97325;MOVIE;2010;127;drama, comedy;drama;comedy;;;;;;;;5,6;522;1,772;5,5
tm175909;MOVIE;2011;144;drama, comedy;drama;comedy;;;;;;;;6,6;9522;4,903;6,2
tm74031;MOVIE;2012;137;drama, comedy;drama;comedy;;;;;;;;5;3885;3,402;5,1
tm29400;MOVIE;2012;104;drama, comedy;drama;comedy;;;;;;;;7,1;296;1,144;6,2
tm34646;MOVIE;2012;110;drama, comedy;drama;comedy;;;;;;;;5,2;286;2,552;4,9
tm156811;MOVIE;2014;146;drama, comedy;drama;comedy;;;;;;;;8,2;64805;9,152;7,4
tm158302;MOVIE;2014;104;drama, comedy;drama;comedy;;;;;;;;8;11330;4,595;6,9
tm169669;MOVIE;2013;126;drama, comedy;drama;comedy;;;;;;;;7,2;789;4,626;7
tm187118;MOVIE;2013;98;drama, comedy;drama;comedy;;;;;;;;5,2;210;1,931;5,5
tm219248;MOVIE;2016;97;drama, comedy;drama;comedy;;;;;;;;7,3;70542;10,667;7,3
tm157283;MOVIE;2015;106;drama, comedy;drama;comedy;;;;;;;;7,4;4120;5,314;7,6
tm193388;MOVIE;2015;106;drama, comedy;drama;comedy;;;;;;;;7,9;3893;2,514;7,5
tm246579;MOVIE;2016;91;drama, comedy;drama;comedy;;;;;;;;5,9;710;4,336;5,9
tm245722;MOVIE;2016;86;drama, comedy;drama;comedy;;;;;;;;5;1503;4,043;5,2
tm245293;MOVIE;2016;119;drama, comedy;drama;comedy;;;;;;;;7,8;1649;1,682;7
tm134052;MOVIE;2015;98;drama, comedy;drama;comedy;;;;;;;;6,6;1463;4,514;5,8
tm245050;MOVIE;2016;100;drama, comedy;drama;comedy;;;;;;;;5,1;121;1,974;6,5
tm344989;MOVIE;2017;94;drama, comedy;drama;comedy;;;;;;;;7,4;277165;28,718;7,3
tm244206;MOVIE;2017;112;drama, comedy;drama;comedy;;;;;;;;6,9;47971;8,222;6,5
tm368449;MOVIE;2018;123;drama, comedy;drama;comedy;;;;;;;;7,2;19023;7,649;6,9
tm285340;MOVIE;2017;70;drama, comedy;drama;comedy;;;;;;;;5,2;4197;8,334;4,9
tm425732;MOVIE;2018;98;drama, comedy;drama;comedy;;;;;;;;6,2;7566;9,06;5,4
tm366143;MOVIE;2017;100;drama, comedy;drama;comedy;;;;;;;;7,3;2831;2,519;7
tm366590;MOVIE;2018;161;drama, comedy;drama;comedy;;;;;;;;7,7;52227;8,906;7,4
tm242108;MOVIE;2017;84;drama, comedy;drama;comedy;;;;;;;;5,9;1971;7,118;6,3
tm421748;MOVIE;2018;120;drama, comedy;drama;comedy;;;;;;;;7,9;2817;2,241;7
tm376903;MOVIE;2018;95;drama, comedy;drama;comedy;;;;;;;;5,8;965;12,759;6
tm316658;MOVIE;2017;85;drama, comedy;drama;comedy;;;;;;;;3,6;659;4,985;4,9
tm431081;MOVIE;2018;95;drama, comedy;drama;comedy;;;;;;;;5,7;1444;4,696;6
tm197806;MOVIE;2017;105;drama, comedy;drama;comedy;;;;;;;;6,8;605;2,197;7
tm351181;MOVIE;2017;111;drama, comedy;drama;comedy;;;;;;;;5,7;2113;5,467;5,5
tm353791;MOVIE;2017;128;drama, comedy;drama;comedy;;;;;;;;7,7;456;3,045;8,5
tm478147;MOVIE;2018;76;drama, comedy;drama;comedy;;;;;;;;6,4;24;1,4;5
tm471288;MOVIE;2018;93;drama, comedy;drama;comedy;;;;;;;;6,6;63;0,6;
tm834886;MOVIE;2018;72;drama, comedy;drama;comedy;;;;;;;;5,8;17;;
tm455568;MOVIE;2019;89;drama, comedy;drama;comedy;;;;;;;;7,1;13419;8,112;7
tm920096;MOVIE;2020;91;drama, comedy;drama;comedy;;;;;;;;5,5;157;2,673;1
tm490222;MOVIE;2020;104;drama, comedy;drama;comedy;;;;;;;;6,4;5414;9,563;6,1
tm674099;MOVIE;2020;117;drama, comedy;drama;comedy;;;;;;;;7;20019;13,963;7,1
tm840723;MOVIE;2019;106;drama, comedy;drama;comedy;;;;;;;;7,5;5283;2,147;6,1
tm474548;MOVIE;2019;90;drama, comedy;drama;comedy;;;;;;;;5,7;2890;7,332;6
tm473813;MOVIE;2019;100;drama, comedy;drama;comedy;;;;;;;;6,5;4689;5,393;5,9
tm828570;MOVIE;2019;81;drama, comedy;drama;comedy;;;;;;;;7;321;1,557;
tm838007;MOVIE;2019;120;drama, comedy;drama;comedy;;;;;;;;5,5;7522;2,643;5,8
tm838022;MOVIE;2019;112;drama, comedy;drama;comedy;;;;;;;;6,7;860;3,156;7,1
tm837690;MOVIE;2020;97;drama, comedy;drama;comedy;;;;;;;;7,2;1532;2,193;8
tm828318;MOVIE;2019;96;drama, comedy;drama;comedy;;;;;;;;6,9;2182;2,268;5,6
tm908128;MOVIE;2020;111;drama, comedy;drama;comedy;;;;;;;;7;6732;1,839;5,3
tm922407;MOVIE;2020;129;drama, comedy;drama;comedy;;;;;;;;6,4;1538;2,537;5,6
tm976519;MOVIE;2020;63;drama, comedy;drama;comedy;;;;;;;;3,7;734;2,503;4,5
tm824855;MOVIE;2019;114;drama, comedy;drama;comedy;;;;;;;;7,2;183;1,64;8
tm971819;MOVIE;2020;116;drama, comedy;drama;comedy;;;;;;;;6,3;172;;
tm836449;MOVIE;2019;89;drama, comedy;drama;comedy;;;;;;;;6,1;140;1,225;6,5
tm859005;MOVIE;2022;113;drama, comedy;drama;comedy;;;;;;;;6,2;782;8,918;6,6
tm1188819;MOVIE;2022;102;drama, comedy;drama;comedy;;;;;;;;5,3;257;65,905;5,9
tm1064228;MOVIE;2021;109;drama, comedy;drama;comedy;;;;;;;;6,6;34661;63,934;7,6
tm1025493;MOVIE;2022;125;drama, comedy;drama;comedy;;;;;;;;8;13140;8,133;5,7
tm433048;MOVIE;2021;100;drama, comedy;drama;comedy;;;;;;;;5,5;556;6,178;7,3
tm992279;MOVIE;2021;91;drama, comedy;drama;comedy;;;;;;;;5,2;966;61,214;6,9
tm1045603;MOVIE;2021;86;drama, comedy;drama;comedy;;;;;;;;5,5;836;37,753;8,2
tm1054462;MOVIE;2021;103;drama, comedy;drama;comedy;;;;;;;;6,1;444;1,332;5,2
tm1110205;MOVIE;2021;105;drama, comedy;drama;comedy;;;;;;;;4,9;321;49,227;6,2
tm1099969;MOVIE;2021;95;drama, comedy;drama;comedy;;;;;;;;7,7;1156;3,11;6
tm1029314;MOVIE;2021;113;drama, comedy;drama;comedy;;;;;;;;6,2;4934;4,389;7,1
tm863829;MOVIE;2021;100;drama, comedy;drama;comedy;;;;;;;;7;1185;5,462;7,4
ts20981;SHOW;2000;48;reality;reality;;;;;;;;;7,4;24368;73,107;7,3
ts2230;SHOW;2003;44;reality;reality;;;;;;;;;5,6;17843;12,812;5,3
ts31263;SHOW;2001;52;reality;reality;;;;;;;;;7,6;1104;4,376;7,8
ts160526;SHOW;2005;20;reality;reality;;;;;;;;;9,6;3046;;
ts21599;SHOW;2012;42;reality;reality;;;;;;;;;7,4;3874;23,186;7,9
ts158608;SHOW;2012;45;reality;reality;;;;;;;;;8,2;31;0,626;
ts58528;SHOW;2011;47;reality;reality;;;;;;;;;7,4;42;2,189;9,1
ts16045;SHOW;2014;41;reality;reality;;;;;;;;;6,5;2450;15,818;5,9
ts4213;SHOW;2013;44;reality;reality;;;;;;;;;7,5;886;1,639;8
ts35244;SHOW;2014;43;reality;reality;;;;;;;;;7,1;1126;8,872;7,5
ts521;SHOW;2013;41;reality;reality;;;;;;;;;4,6;459;12,706;8,5
ts35793;SHOW;2015;42;reality;reality;;;;;;;;;8,3;3538;34,934;8,3
ts42014;SHOW;2016;46;reality;reality;;;;;;;;;7,6;2616;11,052;6,8
ts41995;SHOW;2016;52;reality;reality;;;;;;;;;6,9;2125;6,212;6,1
ts42011;SHOW;2016;42;reality;reality;;;;;;;;;7,2;166;1,321;8
ts52981;SHOW;2016;48;reality;reality;;;;;;;;;6,9;1665;4,026;7
ts53346;SHOW;2016;28;reality;reality;;;;;;;;;3,8;501;1,968;5,8
ts78558;SHOW;2018;47;reality;reality;;;;;;;;;8,5;18147;14,475;7,8
ts81918;SHOW;2018;51;reality;reality;;;;;;;;;7;1508;13,058;7
ts87194;SHOW;2018;49;reality;reality;;;;;;;;;7,3;1482;1,47;7,1
ts83906;SHOW;2018;39;reality;reality;;;;;;;;;8,4;10024;8,898;7,8
ts85732;SHOW;2018;43;reality;reality;;;;;;;;;7,6;3989;4,386;6,8
ts116101;SHOW;2017;51;reality;reality;;;;;;;;;8,9;15;4,694;7,5
ts83247;SHOW;2018;32;reality;reality;;;;;;;;;7,4;1095;2,789;7
ts86279;SHOW;2018;36;reality;reality;;;;;;;;;7,7;1086;8,263;8
ts84644;SHOW;2018;47;reality;reality;;;;;;;;;6;168;0,957;4
ts84179;SHOW;2018;50;reality;reality;;;;;;;;;3,9;760;4,893;7,5
ts86067;SHOW;2018;33;reality;reality;;;;;;;;;6,1;629;2,757;6,9
ts82085;SHOW;2017;27;reality;reality;;;;;;;;;6,8;271;1,992;7,1
ts83204;SHOW;2018;59;reality;reality;;;;;;;;;6,5;563;2,093;6,2
ts82550;SHOW;2018;50;reality;reality;;;;;;;;;6,5;73;0,6;
ts80692;SHOW;2018;45;reality;reality;;;;;;;;;6,6;210;0,6;5,7
ts113031;SHOW;2018;23;reality;reality;;;;;;;;;3,4;116;1,651;5,5
ts84038;SHOW;2018;45;reality;reality;;;;;;;;;7;426;2,537;8,8
ts89339;SHOW;2019;35;reality;reality;;;;;;;;;6,5;5482;21,635;6,8
ts223986;SHOW;2020;52;reality;reality;;;;;;;;;7,3;6380;11,315;7,7
ts252758;SHOW;2020;42;reality;reality;;;;;;;;;5,3;1454;6,614;7
ts110703;SHOW;2019;57;reality;reality;;;;;;;;;6,4;1356;14,763;6,9
ts86726;SHOW;2019;34;reality;reality;;;;;;;;;6,6;3529;7,148;6,8
ts242820;SHOW;2020;30;reality;reality;;;;;;;;;5,3;2135;5,828;8
ts237208;SHOW;2020;39;reality;reality;;;;;;;;;7,4;1178;3,672;6,9
ts255880;SHOW;2020;27;reality;reality;;;;;;;;;5,5;1078;3,903;7,8
ts236388;SHOW;2020;50;reality;reality;;;;;;;;;7,4;692;4,231;8,5
ts254293;SHOW;2020;43;reality;reality;;;;;;;;;7,1;1151;17,691;6,2
ts88909;SHOW;2019;54;reality;reality;;;;;;;;;6,8;1975;9,155;7
ts213232;SHOW;2019;42;reality;reality;;;;;;;;;5,9;759;4,913;6
ts257301;SHOW;2020;45;reality;reality;;;;;;;;;6,5;577;4,904;7
ts213820;SHOW;2020;51;reality;reality;;;;;;;;;7,3;3572;6,992;8
ts252318;SHOW;2020;28;reality;reality;;;;;;;;;4,2;804;1,957;5,7
ts107963;SHOW;2019;46;reality;reality;;;;;;;;;6,7;972;;
ts90508;SHOW;2019;24;reality;reality;;;;;;;;;4,4;703;3,04;5,6
ts226403;SHOW;2020;49;reality;reality;;;;;;;;;6,8;761;2,497;7,3
ts222980;SHOW;2019;40;reality;reality;;;;;;;;;4,9;3670;0,952;10
ts270439;SHOW;2020;36;reality;reality;;;;;;;;;5,6;515;1,733;6,8
ts250803;SHOW;2020;55;reality;reality;;;;;;;;;7,7;527;3,444;7,7
ts251272;SHOW;2020;36;reality;reality;;;;;;;;;5,8;405;4,305;8
ts250872;SHOW;2020;30;reality;reality;;;;;;;;;5,1;454;3,517;8,3
ts218307;SHOW;2019;37;reality;reality;;;;;;;;;6,6;355;2,073;10
ts223110;SHOW;2019;50;reality;reality;;;;;;;;;6,8;578;1,298;7,7
ts222599;SHOW;2019;50;reality;reality;;;;;;;;;8,2;2560;1,161;7,1
ts251929;SHOW;2020;29;reality;reality;;;;;;;;;6,2;110;1,469;5,5
ts88166;SHOW;2019;32;reality;reality;;;;;;;;;6,2;308;6,237;7,1
ts238316;SHOW;2020;0;reality;reality;;;;;;;;;8,4;456;5,852;
ts266898;SHOW;2020;44;reality;reality;;;;;;;;;5,9;148;2,23;10
ts236653;SHOW;2020;37;reality;reality;;;;;;;;;6,5;340;3,838;
ts222687;SHOW;2019;44;reality;reality;;;;;;;;;5,7;82;1;10
ts224261;SHOW;2020;35;reality;reality;;;;;;;;;5,7;100;3,934;10
ts222512;SHOW;2019;34;reality;reality;;;;;;;;;6,4;112;0,713;8,5
ts235689;SHOW;2020;64;reality;reality;;;;;;;;;4,9;111;3,946;7,5
ts258169;SHOW;2020;43;reality;reality;;;;;;;;;5,8;291;6,128;6,8
ts215869;SHOW;2019;40;reality;reality;;;;;;;;;5,6;382;4,222;8
ts333834;SHOW;2022;50;reality;reality;;;;;;;;;5,4;1440;3,902;7
ts330402;SHOW;2022;38;reality;reality;;;;;;;;;5,7;465;5,257;7,6
ts331680;SHOW;2022;41;reality;reality;;;;;;;;;7;557;3,698;7
ts329700;SHOW;2022;43;reality;reality;;;;;;;;;5,5;522;2,569;5,5
ts300456;SHOW;2021;40;reality;reality;;;;;;;;;5,5;1170;4,329;6,5
ts305264;SHOW;2021;38;reality;reality;;;;;;;;;7,6;1572;3,352;6,9
ts271025;SHOW;2021;39;reality;reality;;;;;;;;;5,8;2608;6,769;9,2
ts305263;SHOW;2021;49;reality;reality;;;;;;;;;7;1004;5,68;6
ts341760;SHOW;2022;45;reality;reality;;;;;;;;;2,6;445;20,737;
ts293814;SHOW;2021;20;reality;reality;;;;;;;;;6,2;341;3,389;7,2
ts320183;SHOW;2021;64;reality;reality;;;;;;;;;7,2;1460;6,402;9
ts72196;SHOW;2021;30;reality;reality;;;;;;;;;6,7;325;2,434;6,7
ts310331;SHOW;2021;30;reality;reality;;;;;;;;;6;427;5,783;1
ts296081;SHOW;2021;54;reality;reality;;;;;;;;;7,4;593;3,069;
ts317526;SHOW;2021;40;reality;reality;;;;;;;;;4,4;708;3,28;10
ts308516;SHOW;2022;43;reality;reality;;;;;;;;;4,6;354;7,159;9,8
ts317720;SHOW;2021;36;reality;reality;;;;;;;;;6,7;1087;2,275;7,6
ts312200;SHOW;2022;41;reality;reality;;;;;;;;;3,9;2729;142,386;7,5
ts320872;SHOW;2022;50;reality;reality;;;;;;;;;7,5;788;2,49;1
ts317423;SHOW;2021;50;reality;reality;;;;;;;;;5,6;228;2,386;6,8
ts306188;SHOW;2021;30;reality;reality;;;;;;;;;4,8;688;2,824;5
ts313849;SHOW;2021;29;reality;reality;;;;;;;;;6,7;466;1,941;7,5
ts310335;SHOW;2021;48;reality;reality;;;;;;;;;4,2;609;6,359;6,7
ts297065;SHOW;2021;30;reality;reality;;;;;;;;;5,8;680;6,217;5,5
ts304709;SHOW;2021;38;reality;reality;;;;;;;;;6,9;651;5,274;8
ts287149;SHOW;2022;32;reality;reality;;;;;;;;;2,3;2860;1,4;5
ts300274;SHOW;2021;23;reality;reality;;;;;;;;;5,2;1055;4,166;6,6
ts309676;SHOW;2021;35;reality;reality;;;;;;;;;6,7;1278;5,156;7,4
ts311958;SHOW;2021;63;reality;reality;;;;;;;;;7,5;218;6,006;8
ts314963;SHOW;2021;35;reality;reality;;;;;;;;;5,7;76;1,61;6
ts273275;SHOW;2021;40;reality;reality;;;;;;;;;5,1;433;3,157;10
ts305732;SHOW;2021;0;reality;reality;;;;;;;;;5,6;546;2,564;6,3
ts274575;SHOW;2021;25;reality;reality;;;;;;;;;6,8;145;0,969;10
ts322267;SHOW;2022;49;reality;reality;;;;;;;;;6,2;24;1,96;10
ts272422;SHOW;2021;0;reality;reality;;;;;;;;;7,3;339;1,4;7,6
ts287687;SHOW;2021;30;reality;reality;;;;;;;;;6;41;1,4;
tm190788;MOVIE;1973;133;horror;horror;;;;;;;;;8,1;391942;95,337;7,7
tm71909;MOVIE;1966;120;fantasy;fantasy;;;;;;;;;6,7;225;2,047;6,3
tm75975;MOVIE;1969;152;romance;romance;;;;;;;;;6,9;168;1,788;7
tm403346;MOVIE;1976;135;romance;romance;;;;;;;;;4,6;14;1,24;6
tm2386;MOVIE;1984;91;horror;horror;;;;;;;;;7,4;230543;53,853;7,3
ts25028;SHOW;1983;26;family;family;;;;;;;;;6,7;3126;1440,855;6,7
ts8570;SHOW;1992;28;family;family;;;;;;;;;3,8;9955;46,955;5
ts18465;SHOW;1993;21;;;;;;;;;;;7,1;39;0,947;8,3
tm136808;MOVIE;2003;90;thriller;thriller;;;;;;;;;7,3;240433;16,442;7,2
tm79895;MOVIE;2007;109;horror;horror;;;;;;;;;6;118815;30,617;6,2
ts14102;SHOW;2007;22;animation;animation;;;;;;;;;4,1;118;4,221;6
tm150521;MOVIE;2009;89;thriller;thriller;;;;;;;;;6,6;3284;6,595;6,6
ts98353;SHOW;2009;26;animation;animation;;;;;;;;;6,2;19;0,651;
tm226362;MOVIE;2005;112;war;war;;;;;;;;;6,4;603;1,009;5
tm481594;MOVIE;2010;69;animation;animation;;;;;;;;;7,7;35;;
ts56595;SHOW;2008;13;animation;animation;;;;;;;;;5,6;11;0,605;
ts76614;SHOW;2012;27;animation;animation;;;;;;;;;6,1;108;3,331;6
ts215037;SHOW;2011;62;;;;;;;;;;;5,5;300;;
ts19165;SHOW;2012;43;family;family;;;;;;;;;6,4;125;0,922;7
tm54371;MOVIE;2012;162;action;action;;;;;;;;;5,1;1176;3,43;5
tm529723;MOVIE;2012;63;animation;animation;;;;;;;;;7,5;16;;
tm339197;MOVIE;2012;65;animation;animation;;;;;;;;;7,8;12;0,893;
tm200838;MOVIE;2012;70;animation;animation;;;;;;;;;7,8;41;0,704;7
tm481620;MOVIE;2012;68;animation;animation;;;;;;;;;8;53;1,245;8
tm481509;MOVIE;2011;75;animation;animation;;;;;;;;;6,3;112;;
ts98110;SHOW;2013;17;animation;animation;;;;;;;;;7,3;264;;
tm171228;MOVIE;2013;93;music;music;;;;;;;;;7,1;17433;16,923;6,8
ts53641;SHOW;2013;23;animation;animation;;;;;;;;;6,4;104;0,975;4
tm182969;MOVIE;2013;120;horror;horror;;;;;;;;;6,8;5635;8,898;6
tm142630;MOVIE;2014;120;horror;horror;;;;;;;;;3,9;2870;3,524;4,3
tm348393;MOVIE;2014;109;romance;romance;;;;;;;;;4,8;128;1,865;5
tm145216;MOVIE;2014;132;horror;horror;;;;;;;;;6;3708;4,722;5,5
tm197423;MOVIE;2014;149;thriller;thriller;;;;;;;;;6,4;424;3,018;6,2
tm169294;MOVIE;2013;105;horror;horror;;;;;;;;;5,5;313;2,334;7
tm186408;MOVIE;2013;110;fantasy;fantasy;;;;;;;;;5,6;407;2,367;6,5
tm147908;MOVIE;2014;124;thriller;thriller;;;;;;;;;5,5;260;2,385;6
tm157286;MOVIE;2014;107;thriller;thriller;;;;;;;;;6,9;874;2,165;6,7
tm250247;MOVIE;2013;64;animation;animation;;;;;;;;;8,6;13;2,025;
tm528044;MOVIE;2013;63;animation;animation;;;;;;;;;8,5;9;;
tm529733;MOVIE;2013;63;animation;animation;;;;;;;;;8,6;6;;
tm481846;MOVIE;2014;62;animation;animation;;;;;;;;;5,1;23;;
tm528043;MOVIE;2013;64;animation;animation;;;;;;;;;8,1;14;;
tm308241;MOVIE;2016;68;family;family;;;;;;;;;5,7;896;6,75;6,8
ts77654;SHOW;2015;23;animation;animation;;;;;;;;;6,8;82;4,256;9,3
tm300713;MOVIE;2016;129;action;action;;;;;;;;;6,6;563;4,97;6
ts36740;SHOW;2015;24;family;family;;;;;;;;;6,1;985;14,028;8
tm244638;MOVIE;2016;101;thriller;thriller;;;;;;;;;4,9;5156;6,244;4,6
tm225275;MOVIE;2015;87;action;action;;;;;;;;;5,1;3332;13,12;5,9
ts75324;SHOW;2016;41;history;history;;;;;;;;;8,1;575;25,176;7,4
ts55966;SHOW;2016;23;animation;animation;;;;;;;;;6,5;49;9,137;7,7
tm221883;MOVIE;2016;114;action;action;;;;;;;;;5,8;4570;15,967;5,8
tm233196;MOVIE;2016;79;family;family;;;;;;;;;5,5;973;10,978;6
tm272012;MOVIE;2016;50;animation;animation;;;;;;;;;5,1;221;2,6;4,5
tm257629;MOVIE;2016;90;thriller;thriller;;;;;;;;;2,7;382;3,26;3,6
tm451222;MOVIE;2015;83;thriller;thriller;;;;;;;;;4,8;307;3,034;4
tm234703;MOVIE;2015;88;horror;horror;;;;;;;;;5;275;5,002;5,6
tm456667;MOVIE;2015;90;action;action;;;;;;;;;4,4;74;0,6;
tm279828;MOVIE;2016;116;romance;romance;;;;;;;;;6,9;371;2,128;6,4
tm528287;MOVIE;2015;62;animation;animation;;;;;;;;;6,5;12;;
ts83535;SHOW;2015;25;animation;animation;;;;;;;;;6;57;8,408;8
ts83449;SHOW;2016;87;family;family;;;;;;;;;5,5;325;4,504;9
tm313683;MOVIE;2017;105;horror;horror;;;;;;;;;6,2;40254;36,027;6,2
ts77824;SHOW;2018;55;;;;;;;;;;;7,9;5194;10,016;7,5
ts113109;SHOW;2017;5;animation;animation;;;;;;;;;8,6;198;7,052;9,5
ts78231;SHOW;2018;45;crime;crime;;;;;;;;;7,8;7651;17,234;7,1
ts89069;SHOW;2018;11;animation;animation;;;;;;;;;7,7;106;13,724;7,6
tm409766;MOVIE;2018;110;thriller;thriller;;;;;;;;;5,7;13098;14,629;6
tm374313;MOVIE;2018;115;thriller;thriller;;;;;;;;;5,9;2427;6,455;6,1
ts90994;SHOW;2018;15;animation;animation;;;;;;;;;6,4;155;12,51;9,8
ts81734;SHOW;2018;70;action;action;;;;;;;;;5,2;127;2,194;6,5
ts111582;SHOW;2018;45;music;music;;;;;;;;;6,2;7;;
tm363787;MOVIE;2017;90;family;family;;;;;;;;;5,9;1414;5,892;6,3
tm371212;MOVIE;2018;91;romance;romance;;;;;;;;;4,6;3012;16,347;5,5
ts89372;SHOW;2018;18;animation;animation;;;;;;;;;6,6;19;3,03;9,5
ts80342;SHOW;2018;24;crime;crime;;;;;;;;;6,6;410;4,42;6
tm368729;MOVIE;2018;95;thriller;thriller;;;;;;;;;5,6;282;1,781;5,5
