id;type;release_year;runtime;genres;genres.1;genres.2;genres.3;genres.4;genres.5;genres.6;genres.7;genres.8;genres.9;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
ts105192;SHOW;2019;10;family, scifi, thriller;family;scifi;thriller;;;;;;;6,7;899;11,133;7,5
ts87488;SHOW;2019;26;comedy, action, family;comedy;action;family;;;;;;;5,4;979;10,9;8
tm943718;MOVIE;2020;95;romance, comedy, family;romance;comedy;family;;;;;;;5,8;11329;14,686;6,5
tm885669;MOVIE;2020;112;comedy, family, fantasy;comedy;family;fantasy;;;;;;;6;29280;45,05;6,6
tm452440;MOVIE;2019;94;romance, music, family;romance;music;family;;;;;;;4,5;1046;12,797;6,5
ts84639;SHOW;2019;22;action, scifi, animation;action;scifi;animation;;;;;;;5,9;598;7,336;7
ts87372;SHOW;2019;24;action, fantasy, animation;action;fantasy;animation;;;;;;;6;610;20,071;6,9
tm454156;MOVIE;2019;94;comedy, romance, european;comedy;romance;european;;;;;;;6,2;3106;9,002;6,3
tm351938;MOVIE;2019;77;comedy, horror, european;comedy;horror;european;;;;;;;3,9;3219;10,312;4,3
ts90789;SHOW;2019;44;reality, crime, thriller;reality;crime;thriller;;;;;;;7;1160;9,54;7,8
ts227412;SHOW;2020;6;comedy, family, animation;comedy;family;animation;;;;;;;8,1;551;2,109;8,8
ts87698;SHOW;2019;51;documentation, history, crime;documentation;history;crime;;;;;;;7,8;422;1,833;8,8
tm484989;MOVIE;2019;99;documentation, horror, european;documentation;horror;european;;;;;;;4,5;3639;11,728;4,8
tm910612;MOVIE;2020;96;comedy, family, fantasy;comedy;family;fantasy;;;;;;;5,5;1999;5,597;5,7
ts252141;SHOW;2020;23;comedy, animation, family;comedy;animation;family;;;;;;;6,3;293;12,66;6,7
tm485801;MOVIE;2019;94;comedy, romance, european;comedy;romance;european;;;;;;;4,3;1122;8,357;5,4
tm375446;MOVIE;2020;100;action, comedy, european;action;comedy;european;;;;;;;5,1;2279;18,93;5,4
ts217356;SHOW;2020;47;action, horror, thriller;action;horror;thriller;;;;;;;5,4;8884;11,096;6,7
tm932595;MOVIE;2020;94;fantasy, comedy, family;fantasy;comedy;family;;;;;;;5,4;4067;66,921;6,2
tm464527;MOVIE;2019;70;documentation, music, crime;documentation;music;crime;;;;;;;7;1353;3,65;6,9
tm945825;MOVIE;2020;82;comedy, family, animation;comedy;family;animation;;;;;;;2,4;349;17,987;5,6
tm910999;MOVIE;2020;85;family, fantasy, animation;family;fantasy;animation;;;;;;;5,1;534;66,177;6,6
tm818588;MOVIE;2019;90;comedy, romance, sport;comedy;romance;sport;;;;;;;5,2;1269;11,958;6,1
tm428702;MOVIE;2019;103;thriller, action, crime;thriller;action;crime;;;;;;;5;1320;4,95;5,6
ts243189;SHOW;2020;3;animation, comedy, family;animation;comedy;family;;;;;;;8,3;30;;
tm912327;MOVIE;2020;89;family, animation, comedy;family;animation;comedy;;;;;;;5,1;635;87,644;7,3
ts269073;SHOW;2020;32;reality, documentation, romance;reality;documentation;romance;;;;;;;5,3;9666;3,448;5,5
tm975398;MOVIE;2020;105;thriller, crime, comedy;thriller;crime;comedy;;;;;;;4,8;1359;10,138;4,5
tm856945;MOVIE;2020;31;animation, action, family;animation;action;family;;;;;;;;;7,155;6,4
tm474061;MOVIE;2019;69;action, comedy, family;action;comedy;family;;;;;;;5;1220;9,434;6,4
tm918373;MOVIE;2020;70;comedy, family, action;comedy;family;action;;;;;;;4,7;818;9,507;6,5
tm466954;MOVIE;2019;88;thriller, action, scifi;thriller;action;scifi;;;;;;;2,6;3460;18,522;4,1
tm843345;MOVIE;2019;66;animation, family, fantasy;animation;family;fantasy;;;;;;;5,1;74;3,52;4
ts217045;SHOW;2019;25;animation, action, scifi;animation;action;scifi;;;;;;;6,9;528;10,082;7,9
ts112667;SHOW;2020;9;animation, comedy, family;animation;comedy;family;;;;;;;7,9;238;14,214;8,4
ts217050;SHOW;2019;0;animation, action, fantasy;animation;action;fantasy;;;;;;;6,7;37;;
tm919082;MOVIE;2020;72;animation, comedy, family;animation;comedy;family;;;;;;;6,2;177;9,947;6,7
tm514257;MOVIE;2019;121;crime, thriller, european;crime;thriller;european;;;;;;;6,3;8674;13,023;6,6
tm863992;MOVIE;2020;68;documentation, history, war;documentation;history;war;;;;;;;6,8;202;2,584;7,4
ts256297;SHOW;2020;70;scifi, fantasy, romance;scifi;fantasy;romance;;;;;;;5,9;157;5,266;9
tm442199;MOVIE;2019;107;scifi, war, action;scifi;war;action;;;;;;;4,3;2345;80,294;5,6
ts105589;SHOW;2020;23;animation, comedy, family;animation;comedy;family;;;;;;;7,5;78;8,925;8,2
tm938333;MOVIE;2020;21;family, animation, horror;family;animation;horror;;;;;;;6,3;52;2,457;7,3
tm949905;MOVIE;2020;120;crime, thriller, action;crime;thriller;action;;;;;;;3,2;316;;
tm452237;MOVIE;2019;89;thriller, action, horror;thriller;action;horror;;;;;;;4;1082;33,028;6,5
tm982018;MOVIE;2020;28;animation, comedy, family;animation;comedy;family;;;;;;;5,5;212;22,042;6,5
tm454464;MOVIE;2019;98;comedy, fantasy, sport;comedy;fantasy;sport;;;;;;;6,3;1727;7,225;6,4
ts78324;SHOW;2019;13;comedy, family, animation;comedy;family;animation;;;;;;;5,8;865;8,557;5
ts223115;SHOW;2019;56;family, comedy, romance;family;comedy;romance;;;;;;;7,8;17;6,55;10
tm976797;MOVIE;2020;74;animation, family, comedy;animation;family;comedy;;;;;;;7,8;14;1,297;
tm938434;MOVIE;2020;101;comedy, action, romance;comedy;action;romance;;;;;;;4,2;217;5,748;6,6
tm935941;MOVIE;2020;61;animation, comedy, action;animation;comedy;action;;;;;;;6,1;47;1,948;1
tm844201;MOVIE;2019;24;animation, fantasy, family;animation;fantasy;family;;;;;;;4,8;57;3,633;6
ts256310;SHOW;2021;24;animation, action, scifi;animation;action;scifi;;;;;;;7;4796;76,137;8,4
ts294338;SHOW;2022;26;comedy, documentation, sport;comedy;documentation;sport;;;;;;;6,1;618;3,175;5,5
ts321918;SHOW;2022;27;comedy, romance, animation;comedy;romance;animation;;;;;;;7,2;4761;37,594;6,8
tm1019177;MOVIE;2021;104;scifi, thriller, action;scifi;thriller;action;;;;;;;5,4;7434;23,892;5,6
tm946869;MOVIE;2022;83;thriller, crime, horror;thriller;crime;horror;;;;;;;4,8;45810;437,842;5,1
ts331681;SHOW;2022;9;family, fantasy, animation;family;fantasy;animation;;;;;;;5,6;176;175,729;5,7
tm501313;MOVIE;2021;114;action, crime, thriller;action;crime;thriller;;;;;;;6;40888;138,626;6,4
tm1022103;MOVIE;2021;125;crime, thriller, action;crime;thriller;action;;;;;;;6,9;3722;96,602;7
tm851128;MOVIE;2022;111;scifi, comedy, fantasy;scifi;comedy;fantasy;;;;;;;5,4;6986;84,672;5,4
ts273436;SHOW;2021;53;crime, history, documentation;crime;history;documentation;;;;;;;7;6028;4,696;7,3
tm1002815;MOVIE;2021;103;fantasy, horror, family;fantasy;horror;family;;;;;;;5,7;8278;116,672;6,4
tm1087461;MOVIE;2021;87;thriller, scifi, action;thriller;scifi;action;;;;;;;5;10906;505,736;6,3
ts307649;SHOW;2021;62;war, history, documentation;war;history;documentation;;;;;;;8;8881;12,219;7,4
tm810504;MOVIE;2022;125;action, thriller, crime;action;thriller;crime;;;;;;;6,2;2486;1275,252;6,2
ts296214;SHOW;2021;27;war, history, documentation;war;history;documentation;;;;;;;7,4;8041;13,37;7,4
tm974195;MOVIE;2021;132;comedy, action, thriller;comedy;action;thriller;;;;;;;6,8;1282;5,25;6,7
tm977704;MOVIE;2021;30;animation, comedy, family;animation;comedy;family;;;;;;;7,2;1533;58,719;7,1
ts271595;SHOW;2021;55;documentation, crime, thriller;documentation;crime;thriller;;;;;;;5,9;16799;27,734;7,2
tm993838;MOVIE;2021;90;fantasy, comedy, romance;fantasy;comedy;romance;;;;;;;6,5;4664;49,592;7
ts288087;SHOW;2021;55;crime, documentation, history;crime;documentation;history;;;;;;;6,8;5093;3,62;6,5
ts284702;SHOW;2021;53;crime, history, documentation;crime;history;documentation;;;;;;;6,5;4246;4,116;7
ts286317;SHOW;2021;60;documentation, crime, history;documentation;crime;history;;;;;;;7;8124;8,566;7,4
tm1020851;MOVIE;2021;95;family, animation, comedy;family;animation;comedy;;;;;;;6,5;7328;215,229;7,7
ts320426;SHOW;2021;49;crime, documentation, history;crime;documentation;history;;;;;;;6,5;3355;6,297;7
tm1198504;MOVIE;2021;118;animation, action, scifi;animation;action;scifi;;;;;;;;;3,877;8,2
tm922429;MOVIE;2021;103;horror, scifi, thriller;horror;scifi;thriller;;;;;;;5,3;7558;7,757;5,2
tm1164962;MOVIE;2022;95;thriller, action, crime;thriller;action;crime;;;;;;;5,8;3704;493,927;6
tm1042481;MOVIE;2021;86;fantasy, comedy, animation;fantasy;comedy;animation;;;;;;;5,5;1700;240,433;5,3
ts311791;SHOW;2021;48;documentation, crime, history;documentation;crime;history;;;;;;;6,4;1864;26,15;6,7
tm999817;MOVIE;2021;131;fantasy, animation, action;fantasy;animation;action;;;;;;;6,8;2181;21,014;8,6
ts299874;SHOW;2021;53;documentation, crime, history;documentation;crime;history;;;;;;;7,1;2624;3,628;7,8
tm1141923;MOVIE;2022;96;romance, comedy, family;romance;comedy;family;;;;;;;5,2;8127;109,801;6,7
tm1102868;MOVIE;2021;97;horror, thriller, comedy;horror;thriller;comedy;;;;;;;3,9;3436;144,636;4,1
tm863823;MOVIE;2021;123;comedy, family, action;comedy;family;action;;;;;;;6,1;9819;52,678;6,5
ts308838;SHOW;2021;65;crime, sport, documentation;crime;sport;documentation;;;;;;;7,3;1912;2,785;7,4
tm1082314;MOVIE;2021;69;crime, documentation, sport;crime;documentation;sport;;;;;;;7,5;7532;14,189;7
tm863919;MOVIE;2021;85;comedy, family, animation;comedy;family;animation;;;;;;;5,4;2393;140,949;6,5
ts289620;SHOW;2021;45;documentation, crime, history;documentation;crime;history;;;;;;;7,4;9504;12,606;7,6
ts301914;SHOW;2021;69;action, comedy, thriller;action;comedy;thriller;;;;;;;6,9;534;12,57;7,3
ts269286;SHOW;2022;30;scifi, comedy, fantasy;scifi;comedy;fantasy;;;;;;;5,4;437;456,283;6,9
tm1092995;MOVIE;2021;30;comedy, animation, family;comedy;animation;family;;;;;;;7,3;1448;133,428;6,9
tm972519;MOVIE;2021;90;romance, fantasy, horror;romance;fantasy;horror;;;;;;;4,3;1611;22,506;4
ts272366;SHOW;2021;59;war, documentation, history;war;documentation;history;;;;;;;7,8;1281;11,337;7,1
ts271720;SHOW;2021;2;animation, comedy, family;animation;comedy;family;;;;;;;8,1;335;8,131;8,1
tm466544;MOVIE;2021;145;action, crime, thriller;action;crime;thriller;;;;;;;6,5;75199;118,206;5,8
tm1084481;MOVIE;2021;95;documentation, history, sport;documentation;history;sport;;;;;;;6,9;906;12,154;7,5
ts321966;SHOW;2021;51;documentation, history, war;documentation;history;war;;;;;;;8,2;1362;5,603;7,9
tm1111616;MOVIE;2021;106;fantasy, comedy, family;fantasy;comedy;family;;;;;;;5,2;687;82,021;6,1
ts243780;SHOW;2021;0;comedy, family, animation;comedy;family;animation;;;;;;;6,2;136;11,475;9,8
tm1000296;MOVIE;2021;116;fantasy, action, animation;fantasy;action;animation;;;;;;;6,8;3045;3,078;8,3
ts306135;SHOW;2021;39;documentation, crime, thriller;documentation;crime;thriller;;;;;;;6,7;232;2,823;6,6
tm890013;MOVIE;2021;90;fantasy, comedy, romance;fantasy;comedy;romance;;;;;;;4,7;1356;36,942;5,9
tm1015103;MOVIE;2021;79;animation, action, fantasy;animation;action;fantasy;;;;;;;6,4;865;25,854;2
tm1119455;MOVIE;2021;34;animation, history, documentation;animation;history;documentation;;;;;;;6,3;;22,093;7,1
ts257315;SHOW;2021;11;animation, comedy, family;animation;comedy;family;;;;;;;6,2;134;14,657;6,9
tm1006127;MOVIE;2021;90;animation, comedy, family;animation;comedy;family;;;;;;;6,5;1079;29,882;6,9
tm1002869;MOVIE;2021;31;comedy, fantasy, reality;comedy;fantasy;reality;;;;;;;6,2;69;4,603;8,8
ts61384;SHOW;2021;70;reality, romance, documentation;reality;romance;documentation;;;;;;;7,5;281;2,859;5
tm1039422;MOVIE;2021;72;crime, documentation, history;crime;documentation;history;;;;;;;6,3;2086;9,316;6,4
tm1101878;MOVIE;2021;90;family, music, comedy;family;music;comedy;;;;;;;5;154;9,388;5,1
ts288832;SHOW;2021;15;comedy, family, animation;comedy;family;animation;;;;;;;7;204;5,429;8,2
ts319608;SHOW;2021;39;documentation, music, reality;documentation;music;reality;;;;;;;5,4;41;2,335;
tm1003376;MOVIE;2021;97;comedy, crime, action;comedy;crime;action;;;;;;;6,1;1727;23,535;6,9
tm983466;MOVIE;2021;89;documentation, crime, history;documentation;crime;history;;;;;;;6,7;3260;15,734;6,6
tm1019865;MOVIE;2021;122;thriller, action, crime;thriller;action;crime;;;;;;;6,2;2248;5,085;5,9
tm996996;MOVIE;2021;99;action, crime, comedy;action;crime;comedy;;;;;;;4,4;624;19,908;
ts330422;SHOW;2022;20;action, animation, family;action;animation;family;;;;;;;7,2;21;4,843;7
tm1064193;MOVIE;2021;100;documentation, history, crime;documentation;history;crime;;;;;;;6,8;220;2,444;7,3
tm1110212;MOVIE;2021;94;romance, comedy, music;romance;comedy;music;;;;;;;3,8;170;35,428;5,3
ts309235;SHOW;2021;50;music, romance, comedy;music;romance;comedy;;;;;;;5,8;702;6,925;6,9
ts271048;SHOW;2021;0;family, comedy, animation;family;comedy;animation;;;;;;;8,8;16;0,979;10
tm44204;MOVIE;1961;158;war, action, drama;war;action;drama;;;;;;;7,5;50150;15,405;7,4
tm19608;MOVIE;1954;100;romance, crime, drama;romance;crime;drama;;;;;;;7,4;1219;1,866;7
tm358653;MOVIE;1959;142;romance, crime, drama;romance;crime;drama;;;;;;;6,7;78;0,998;6
tm10204;MOVIE;1962;163;romance, comedy, drama;romance;comedy;drama;;;;;;;6,8;285;1,9;5,8
tm138875;MOVIE;1989;96;romance, comedy, drama;romance;comedy;drama;;;;;;;7,7;212913;16,005;7,4
tm159912;MOVIE;1990;174;action, crime, drama;action;crime;drama;;;;;;;7,6;8902;4,372;6,5
tm157603;MOVIE;1990;172;romance, comedy, drama;romance;comedy;drama;;;;;;;6,6;5273;2,38;6,5
tm172482;MOVIE;1984;160;romance, action, drama;romance;action;drama;;;;;;;6,1;297;2,002;5,8
ts20927;SHOW;1993;47;scifi, action, drama;scifi;action;drama;;;;;;;8,1;61145;61,159;7,9
tm191848;MOVIE;1997;144;horror, thriller, drama;horror;thriller;drama;;;;;;;7,5;361422;34,774;7,4
tm107659;MOVIE;1996;126;romance, comedy, drama;romance;comedy;drama;;;;;;;6,6;19829;8,391;6,7
tm204173;MOVIE;1993;153;romance, comedy, drama;romance;comedy;drama;;;;;;;4,7;320;1,082;4,7
tm27601;MOVIE;2000;160;comedy, romance, drama;comedy;romance;drama;;;;;;;6,1;7556;6,39;6,6
tm117873;MOVIE;1994;206;romance, comedy, drama;romance;comedy;drama;;;;;;;7,5;20986;6,655;6,5
tm110225;MOVIE;1996;172;romance, comedy, drama;romance;comedy;drama;;;;;;;4,5;2322;2,135;5,2
tm118438;MOVIE;1994;146;thriller, romance, drama;thriller;romance;drama;;;;;;;6,6;6465;3,143;7,1
tm118256;MOVIE;1994;147;crime, action, drama;crime;action;drama;;;;;;;3,6;142;2,755;4
tm314602;MOVIE;1995;156;romance, action, drama;romance;action;drama;;;;;;;5;248;2,741;7,5
ts26091;SHOW;2004;49;crime, documentation, drama;crime;documentation;drama;;;;;;;7,8;21531;14,185;7,7
ts6495;SHOW;2005;44;thriller, crime, drama;thriller;crime;drama;;;;;;;8,1;189191;401,416;8,3
tm78592;MOVIE;2007;120;thriller, crime, drama;thriller;crime;drama;;;;;;;7,2;163878;11,418;6,7
tm84371;MOVIE;2007;124;thriller, action, drama;thriller;action;drama;;;;;;;7,2;329417;42,882;7,1
tm39487;MOVIE;2006;111;romance, comedy, drama;romance;comedy;drama;;;;;;;5,9;26157;9,67;5,9
ts687;SHOW;2004;44;scifi, thriller, drama;scifi;thriller;drama;;;;;;;7,3;44971;21,12;7,2
tm36644;MOVIE;2006;129;thriller, history, drama;thriller;history;drama;;;;;;;6;83129;15,774;6,1
tm29555;MOVIE;2006;88;romance, comedy, drama;romance;comedy;drama;;;;;;;5,8;30186;11,389;5,1
tm130574;MOVIE;2009;103;comedy, romance, drama;comedy;romance;drama;;;;;;;4,9;40289;8,795;5,4
tm41508;MOVIE;2008;96;comedy, crime, drama;comedy;crime;drama;;;;;;;4,5;10834;10,605;5,7
tm31564;MOVIE;2008;90;thriller, crime, drama;thriller;crime;drama;;;;;;;5,4;2862;5,456;5,2
tm95434;MOVIE;2010;104;romance, comedy, drama;romance;comedy;drama;;;;;;;7,1;2558;4,322;7,1
tm80455;MOVIE;2007;137;thriller, crime, drama;thriller;crime;drama;;;;;;;7,6;8043;3,637;6,5
tm27484;MOVIE;2008;153;romance, comedy, drama;romance;comedy;drama;;;;;;;5,3;5588;5,272;4,9
tm144263;MOVIE;2009;117;comedy, crime, drama;comedy;crime;drama;;;;;;;5,2;406;1,87;5
tm241875;MOVIE;2007;73;documentation, music, drama;documentation;music;drama;;;;;;;7;344;0,86;7
tm154802;MOVIE;2009;98;horror, thriller, drama;horror;thriller;drama;;;;;;;2,9;674;2,075;4,1
tm311516;MOVIE;2005;142;romance, comedy, drama;romance;comedy;drama;;;;;;;5,5;261;1,917;7,3
ts29581;SHOW;2010;44;thriller, action, drama;thriller;action;drama;;;;;;;8;25;1,4;
tm166064;MOVIE;2011;118;romance, comedy, drama;romance;comedy;drama;;;;;;;7,4;507878;30,363;7,3
tm161802;MOVIE;2011;158;crime, thriller, drama;crime;thriller;drama;;;;;;;7,8;454917;23,091;7,4
tm37153;MOVIE;2012;104;crime, thriller, drama;crime;thriller;drama;;;;;;;6,2;141289;15,681;6
ts20500;SHOW;2012;45;crime, comedy, drama;crime;comedy;drama;;;;;;;7,9;29196;15,935;7,4
tm59372;MOVIE;2012;96;animation, action, drama;animation;action;drama;;;;;;;6,7;14;3,895;6,1
tm31948;MOVIE;2012;135;thriller, crime, drama;thriller;crime;drama;;;;;;;6,3;1178;4,501;7
tm179451;MOVIE;2011;148;thriller, comedy, drama;thriller;comedy;drama;;;;;;;6,2;5919;5,396;6,3
tm56734;MOVIE;2012;81;action, thriller, drama;action;thriller;drama;;;;;;;4,5;347;2,685;3,8
tm151663;MOVIE;2014;118;crime, thriller, drama;crime;thriller;drama;;;;;;;7,8;523686;54,186;7,7
tm183523;MOVIE;2013;104;thriller, action, drama;thriller;action;drama;;;;;;;5,7;75015;18,58;5,9
tm182429;MOVIE;2013;119;thriller, action, drama;thriller;action;drama;;;;;;;6,5;272334;84,497;6,4
ts20261;SHOW;2014;43;war, thriller, drama;war;thriller;drama;;;;;;;7,6;22563;56,834;6,8
tm180599;MOVIE;2013;101;horror, thriller, drama;horror;thriller;drama;;;;;;;5,2;17170;19,018;5,8
tm185797;MOVIE;2013;137;romance, comedy, drama;romance;comedy;drama;;;;;;;6,9;11656;2,509;6,8
tm175812;MOVIE;2013;144;thriller, crime, drama;thriller;crime;drama;;;;;;;8;55489;7,378;7,3
tm183002;MOVIE;2013;130;thriller, action, drama;thriller;action;drama;;;;;;;7,7;24319;5,821;6,6
tm205684;MOVIE;2013;105;crime, comedy, drama;crime;comedy;drama;;;;;;;7;38;1,046;7
tm187505;MOVIE;2013;110;romance, comedy, drama;romance;comedy;drama;;;;;;;6,3;205;1,867;6,2
tm159296;MOVIE;2014;139;romance, comedy, drama;romance;comedy;drama;;;;;;;3,9;745;2,731;4,4
tm136036;MOVIE;2014;110;romance, comedy, drama;romance;comedy;drama;;;;;;;7,4;1050;3,197;6,4
tm177224;MOVIE;2013;150;romance, comedy, drama;romance;comedy;drama;;;;;;;4,9;3838;3,931;6,1
tm142852;MOVIE;2014;105;romance, comedy, drama;romance;comedy;drama;;;;;;;7;1079;5,573;7,2
ts36550;SHOW;2016;42;scifi, action, drama;scifi;action;drama;;;;;;;6,8;101178;120,753;7,4
tm206698;MOVIE;2016;99;thriller, horror, drama;thriller;horror;drama;;;;;;;5,3;6;40,822;6,1
ts21869;SHOW;2015;62;scifi, thriller, drama;scifi;thriller;drama;;;;;;;8,2;151518;36,84;7,8
tm138297;MOVIE;2016;134;thriller, horror, drama;thriller;horror;drama;;;;;;;7,3;260693;171,543;7,3
tm134791;MOVIE;2015;82;thriller, horror, drama;thriller;horror;drama;;;;;;;5,5;73854;22,647;5,5
tm196125;MOVIE;2015;95;romance, comedy, drama;romance;comedy;drama;;;;;;;6,6;20377;14,663;6,4
ts37464;SHOW;2015;45;war, thriller, drama;war;thriller;drama;;;;;;;7,7;8839;12,891;7,4
ts36046;SHOW;2015;24;comedy, family, drama;comedy;family;drama;;;;;;;5,3;3174;36,236;7,3
ts36856;SHOW;2015;28;comedy, animation, drama;comedy;animation;drama;;;;;;;8;36050;34,434;7,3
tm239733;MOVIE;2016;118;thriller, action, drama;thriller;action;drama;;;;;;;6,3;14608;26,706;6,5
tm233544;MOVIE;2015;28;action, history, drama;action;history;drama;;;;;;;7,8;10742;9,676;7,2
tm218052;MOVIE;2015;163;thriller, crime, drama;thriller;crime;drama;;;;;;;8,2;79075;7,871;7,8
tm240162;MOVIE;2016;148;crime, action, drama;crime;action;drama;;;;;;;7,8;29819;7,815;7,2
tm526163;MOVIE;2015;65;animation, comedy, drama;animation;comedy;drama;;;;;;;;;;
tm239739;MOVIE;2016;134;thriller, crime, drama;thriller;crime;drama;;;;;;;7,4;14380;8,674;7,1
tm228839;MOVIE;2015;114;comedy, action, drama;comedy;action;drama;;;;;;;5,8;19834;4,029;5,2
tm219817;MOVIE;2015;132;thriller, crime, drama;thriller;crime;drama;;;;;;;8,1;34659;7,577;7,5
tm274053;MOVIE;2016;83;documentation, comedy, drama;documentation;comedy;drama;;;;;;;6,6;737;4,968;5,9
tm247767;MOVIE;2015;102;comedy, romance, drama;comedy;romance;drama;;;;;;;5,9;1248;3,297;4,3
tm201855;MOVIE;2015;138;romance, comedy, drama;romance;comedy;drama;;;;;;;4,7;3137;2,601;5,6
tm226320;MOVIE;2015;100;comedy, action, drama;comedy;action;drama;;;;;;;6,8;8920;5,414;6,7
tm246810;MOVIE;2016;112;comedy, crime, drama;comedy;crime;drama;;;;;;;2,7;282;1,729;3,8
ts53864;SHOW;2017;60;crime, thriller, drama;crime;thriller;drama;;;;;;;8,5;278223;290,316;8,2
ts56683;SHOW;2017;45;crime, thriller, drama;crime;thriller;drama;;;;;;;7,9;117055;65,193;7,5
tm210043;MOVIE;2017;120;thriller, crime, drama;thriller;crime;drama;;;;;;;7,3;83961;29,901;6,9
tm266666;MOVIE;2017;103;horror, thriller, drama;horror;thriller;drama;;;;;;;6,5;104894;19,167;6,4
tm371900;MOVIE;2018;101;thriller, horror, drama;thriller;horror;drama;;;;;;;6,8;27622;9,063;6,5
tm414887;MOVIE;2018;84;romance, comedy, drama;romance;comedy;drama;;;;;;;6;28933;11,066;5,7
tm420348;MOVIE;2018;95;horror, thriller, drama;horror;thriller;drama;;;;;;;5,9;31042;16,174;5,8
ts57055;SHOW;2018;42;scifi, action, drama;scifi;action;drama;;;;;;;6,1;24646;67,65;7,2
tm410435;MOVIE;2018;100;romance, comedy, drama;romance;comedy;drama;;;;;;;7,1;101175;66,882;7,7
tm244233;MOVIE;2017;105;thriller, crime, drama;thriller;crime;drama;;;;;;;6,5;27052;18,411;7,5
tm227940;MOVIE;2017;116;thriller, horror, drama;thriller;horror;drama;;;;;;;6,2;24733;10,605;6
tm221953;MOVIE;2017;168;fantasy, action, drama;fantasy;action;drama;;;;;;;8,2;91560;36,891;7,3
tm439484;MOVIE;2018;97;thriller, horror, drama;thriller;horror;drama;;;;;;;5,2;7387;38,136;5,2
tm349800;MOVIE;2017;92;fantasy, comedy, drama;fantasy;comedy;drama;;;;;;;5,5;19140;12,426;6
tm322243;MOVIE;2017;83;thriller, crime, drama;thriller;crime;drama;;;;;;;6,3;14098;14,776;5,9
ts83502;SHOW;2018;52;scifi, crime, drama;scifi;crime;drama;;;;;;;6,4;1625;6,118;5,8
tm344886;MOVIE;2018;114;thriller, action, drama;thriller;action;drama;;;;;;;6,6;14013;9,704;6,7
ts84135;SHOW;2018;53;crime, thriller, drama;crime;thriller;drama;;;;;;;6,9;2641;21,358;7
ts78246;SHOW;2018;47;scifi, thriller, drama;scifi;thriller;drama;;;;;;;6,2;3874;8,271;6,9
tm319882;MOVIE;2017;102;comedy, romance, drama;comedy;romance;drama;;;;;;;6;6254;9,569;6
tm296398;MOVIE;2017;139;thriller, action, drama;thriller;action;drama;;;;;;;7,1;5434;12,155;7,3
tm306811;MOVIE;2017;81;crime, documentation, drama;crime;documentation;drama;;;;;;;6,1;5384;10,671;5,7
tm352774;MOVIE;2017;95;documentation, crime, drama;documentation;crime;drama;;;;;;;6,2;5922;8,997;6
ts81318;SHOW;2018;48;action, war, drama;action;war;drama;;;;;;;7,1;3123;6,314;7,1
tm359714;MOVIE;2017;105;romance, comedy, drama;romance;comedy;drama;;;;;;;5,7;11693;18,065;6,4
tm432838;MOVIE;2018;88;thriller, animation, drama;thriller;animation;drama;;;;;;;5,8;292;2,068;6,4
tm313712;MOVIE;2017;147;crime, thriller, drama;crime;thriller;drama;;;;;;;7,2;10320;9,564;7,2
tm405901;MOVIE;2018;92;horror, thriller, drama;horror;thriller;drama;;;;;;;4,2;2934;11,041;4,6
tm411288;MOVIE;2018;104;thriller, crime, drama;thriller;crime;drama;;;;;;;5,8;383;5,059;5,4
tm359975;MOVIE;2017;110;thriller, crime, drama;thriller;crime;drama;;;;;;;6,6;2957;5,392;6,7
tm307751;MOVIE;2017;144;romance, comedy, drama;romance;comedy;drama;;;;;;;5;20501;8,116;6,5
tm309115;MOVIE;2017;147;thriller, action, drama;thriller;action;drama;;;;;;;6,2;6712;5,584;5,8
tm317274;MOVIE;2017;119;romance, comedy, drama;romance;comedy;drama;;;;;;;7,2;889;4,321;7,6
tm336227;MOVIE;2017;115;romance, comedy, drama;romance;comedy;drama;;;;;;;5,8;552;1,972;4,4
tm430090;MOVIE;2018;107;crime, action, drama;crime;action;drama;;;;;;;5,9;719;22,156;6,9
tm363878;MOVIE;2018;157;thriller, action, drama;thriller;action;drama;;;;;;;5,2;4671;6,455;5,5
tm358370;MOVIE;2017;117;romance, comedy, drama;romance;comedy;drama;;;;;;;7,3;933;1,418;8,2
tm336084;MOVIE;2018;134;thriller, crime, drama;thriller;crime;drama;;;;;;;6,3;307;2,334;4,9
tm371188;MOVIE;2018;102;romance, comedy, drama;romance;comedy;drama;;;;;;;6,9;695;1,96;6,8
tm309251;MOVIE;2017;118;scifi, family, drama;scifi;family;drama;;;;;;;6,4;144;1,262;7
ts224901;SHOW;2020;45;crime, thriller, drama;crime;thriller;drama;;;;;;;7,3;46564;12,988;7,5
tm427335;MOVIE;2019;105;scifi, thriller, drama;scifi;thriller;drama;;;;;;;6,7;34111;40,382;6,8
tm369594;MOVIE;2020;134;thriller, fantasy, drama;thriller;fantasy;drama;;;;;;;6,6;79921;18,733;6,6
ts80709;SHOW;2019;42;scifi, thriller, drama;scifi;thriller;drama;;;;;;;5,2;35108;98,27;6
ts113842;SHOW;2019;58;thriller, crime, drama;thriller;crime;drama;;;;;;;7,8;13570;17,212;7,7
ts105047;SHOW;2019;43;scifi, thriller, drama;scifi;thriller;drama;;;;;;;7,2;12456;51,377;7,3
tm470240;MOVIE;2020;104;comedy, romance, drama;comedy;romance;drama;;;;;;;6,9;34959;19,524;7,2
tm443615;MOVIE;2020;121;thriller, romance, drama;thriller;romance;drama;;;;;;;6;40447;11,83;6,3
